Time,Extension,Load,Tensile strain (Extension),Axial Video,Tensile stress,Transverse Video
(s),(mm),(N),(mm/mm),(mm/mm),(MPa),(mm/mm)
"0.00000","0.00000","-0.02111","0.00000","-0.00002","-0.00211","0.00004"
"0.10000","0.00066","0.92221","0.00001","-0.00003","0.09222","0.00004"
"0.20000","0.00174","3.53205","0.00002","-0.00002","0.35320","0.00003"
"0.30000","0.00676","16.11542","0.00007","0.00000","1.61154","0.00000"
"0.40000","0.01044","24.73979","0.00010","0.00004","2.47398","-0.00001"
"0.50000","0.01369","32.08743","0.00014","0.00008","3.20874","-0.00002"
"0.60000","0.01713","39.93627","0.00017","0.00013","3.99363","0.00000"
"0.70000","0.02044","47.21173","0.00020","0.00018","4.72117","0.00000"
"0.80000","0.02382","54.70238","0.00024","0.00023","5.47024","0.00000"
"0.90000","0.02712","61.71920","0.00027","0.00027","6.17192","0.00000"
"1.00000","0.03044","68.64645","0.00030","0.00032","6.86464","0.00003"
"1.10000","0.03381","75.67728","0.00034","0.00035","7.56773","0.00003"
"1.20000","0.03707","82.23022","0.00037","0.00037","8.22302","0.00006"
"1.30000","0.04058","89.17040","0.00041","0.00040","8.91704","0.00002"
"1.40000","0.04387","95.38798","0.00044","0.00041","9.53880","0.00005"
"1.50000","0.04715","100.93748","0.00047","0.00042","10.09375","0.00008"
"1.60000","0.05041","106.73878","0.00050","0.00043","10.67388","0.00008"
"1.70000","0.05373","112.73612","0.00054","0.00043","11.27361","0.00007"
"1.80000","0.05706","118.79326","0.00057","0.00044","11.87933","0.00003"
"1.90000","0.06043","124.91448","0.00060","0.00044","12.49145","0.00000"
"2.00000","0.06387","131.29106","0.00064","0.00043","13.12911","-0.00003"
"2.10000","0.06719","137.00481","0.00067","0.00044","13.70048","-0.00005"
"2.20000","0.07037","142.50725","0.00070","0.00046","14.25072","-0.00006"
"2.30000","0.07375","148.46262","0.00074","0.00050","14.84626","-0.00006"
"2.40000","0.07711","154.23090","0.00077","0.00052","15.42309","-0.00006"
"2.50000","0.08035","159.64772","0.00080","0.00053","15.96477","-0.00003"
"2.60000","0.08378","165.37860","0.00084","0.00056","16.53786","-0.00003"
"2.70000","0.08722","171.20476","0.00087","0.00060","17.12048","-0.00003"
"2.80000","0.09053","176.35887","0.00091","0.00061","17.63589","-0.00006"
"2.90000","0.09377","181.42998","0.00094","0.00067","18.14300","-0.00006"
"3.00000","0.09710","186.56009","0.00097","0.00069","18.65601","-0.00006"
"3.10000","0.10056","192.01221","0.00101","0.00072","19.20122","-0.00006"
"3.20000","0.10375","196.68788","0.00104","0.00076","19.66879","-0.00003"
"3.30000","0.10715","201.86089","0.00107","0.00080","20.18609","-0.00003"
"3.40000","0.11050","206.83850","0.00110","0.00083","20.68385","0.00000"
"3.50000","0.11382","211.69510","0.00114","0.00087","21.16951","0.00000"
"3.60000","0.11697","216.11407","0.00117","0.00090","21.61141","0.00000"
"3.70000","0.12052","221.43996","0.00121","0.00095","22.14400","0.00003"
"3.80000","0.12383","226.03479","0.00124","0.00099","22.60348","0.00003"
"3.90000","0.12705","230.48944","0.00127","0.00099","23.04894","0.00003"
"4.00000","0.13044","235.27167","0.00130","0.00104","23.52717","0.00003"
"4.10000","0.13374","239.47913","0.00134","0.00106","23.94791","0.00004"
"4.20000","0.13712","244.21527","0.00137","0.00108","24.42153","0.00006"
"4.30000","0.14026","248.07257","0.00140","0.00109","24.80726","0.00009"
"4.40000","0.14395","253.36833","0.00144","0.00111","25.33683","0.00008"
"4.50000","0.14727","257.51852","0.00147","0.00111","25.75185","0.00008"
"4.60000","0.15040","261.32004","0.00150","0.00113","26.13200","0.00008"
"4.70000","0.15381","265.78070","0.00154","0.00114","26.57807","0.00008"
"4.80000","0.15707","269.79309","0.00157","0.00116","26.97931","0.00009"
"4.90000","0.16050","273.96594","0.00160","0.00118","27.39660","0.00010"
"5.00000","0.16369","277.77039","0.00164","0.00120","27.77704","0.00008"
"5.10000","0.16726","282.42694","0.00167","0.00121","28.24269","0.00006"
"5.20000","0.17057","286.48883","0.00171","0.00120","28.64888","0.00006"
"5.30000","0.17374","290.00790","0.00174","0.00124","29.00079","0.00003"
"5.40000","0.17705","293.93652","0.00177","0.00124","29.39365","0.00000"
"5.50000","0.18041","297.89059","0.00180","0.00127","29.78906","0.00003"
"5.60000","0.18379","301.93863","0.00184","0.00130","30.19386","0.00003"
"5.70000","0.18703","305.76938","0.00187","0.00133","30.57694","0.00006"
"5.80000","0.19054","310.12915","0.00191","0.00136","31.01291","0.00003"
"5.90000","0.19386","314.04468","0.00194","0.00138","31.40447","0.00003"
"6.00000","0.19704","317.59885","0.00197","0.00141","31.75988","0.00006"
"6.10000","0.20042","321.76978","0.00200","0.00143","32.17698","0.00006"
"6.20000","0.20386","325.89755","0.00204","0.00146","32.58976","0.00007"
"6.30000","0.20708","329.39771","0.00207","0.00149","32.93977","0.00006"
"6.40000","0.21042","333.31479","0.00210","0.00153","33.33148","0.00006"
"6.50000","0.21388","337.38824","0.00214","0.00155","33.73882","0.00006"
"6.60000","0.21715","341.23846","0.00217","0.00158","34.12385","0.00003"
"6.70000","0.22041","344.95911","0.00220","0.00158","34.49591","0.00003"
"6.80000","0.22378","349.24152","0.00224","0.00158","34.92415","0.00006"
"6.90000","0.22727","353.59311","0.00227","0.00160","35.35931","0.00009"
"7.00000","0.23043","357.11789","0.00230","0.00162","35.71179","0.00008"
"7.10000","0.23377","361.08890","0.00234","0.00162","36.10889","0.00011"
"7.20000","0.23709","364.95486","0.00237","0.00162","36.49549","0.00011"
"7.30000","0.24044","368.63324","0.00240","0.00162","36.86332","0.00008"
"7.40000","0.24368","372.38690","0.00244","0.00162","37.23869","0.00008"
"7.50000","0.24714","376.36127","0.00247","0.00165","37.63613","0.00008"
"7.60000","0.25054","380.48886","0.00251","0.00166","38.04889","0.00010"
"7.70000","0.25374","383.76074","0.00254","0.00167","38.37608","0.00008"
"7.80000","0.25711","387.62323","0.00257","0.00165","38.76232","0.00008"
"7.90000","0.26038","390.95468","0.00260","0.00165","39.09547","0.00008"
"8.00000","0.26375","394.69003","0.00264","0.00166","39.46900","0.00006"
"8.10000","0.26709","398.37244","0.00267","0.00166","39.83724","0.00006"
"8.20000","0.27053","402.17093","0.00271","0.00167","40.21709","0.00003"
"8.30000","0.27394","405.90860","0.00274","0.00168","40.59086","0.00000"
"8.40000","0.27706","408.93317","0.00277","0.00168","40.89332","0.00000"
"8.50000","0.28053","412.87564","0.00281","0.00169","41.28756","-0.00001"
"8.60000","0.28373","416.12360","0.00284","0.00172","41.61236","-0.00003"
"8.70000","0.28710","419.69446","0.00287","0.00172","41.96944","-0.00002"
"8.80000","0.29043","423.18903","0.00290","0.00175","42.31890","-0.00003"
"8.90000","0.29384","426.79129","0.00294","0.00177","42.67913","-0.00006"
"9.00000","0.29715","430.31146","0.00297","0.00179","43.03115","-0.00006"
"9.10000","0.30041","433.55847","0.00300","0.00181","43.35585","-0.00008"
"9.20000","0.30382","437.28171","0.00304","0.00182","43.72817","-0.00008"
"9.30000","0.30707","440.44495","0.00307","0.00184","44.04449","-0.00009"
"9.40000","0.31038","443.85873","0.00310","0.00187","44.38587","-0.00007"
"9.50000","0.31376","447.45258","0.00314","0.00189","44.74526","-0.00006"
"9.60000","0.31719","450.86713","0.00317","0.00191","45.08671","-0.00006"
"9.70000","0.32041","453.87646","0.00320","0.00193","45.38765","-0.00006"
"9.80000","0.32367","457.34933","0.00324","0.00195","45.73493","-0.00006"
"9.90000","0.32721","460.98898","0.00327","0.00196","46.09890","-0.00003"
"10.00000","0.33054","464.36856","0.00331","0.00199","46.43686","-0.00005"
"10.10000","0.33382","467.54993","0.00334","0.00199","46.75499","-0.00003"
"10.20000","0.33712","470.84958","0.00337","0.00200","47.08496","-0.00003"
"10.30000","0.34054","474.38647","0.00341","0.00203","47.43865","0.00000"
"10.40000","0.34373","477.31995","0.00344","0.00204","47.73199","-0.00003"
"10.50000","0.34705","480.65063","0.00347","0.00207","48.06506","-0.00001"
"10.60000","0.35049","484.18799","0.00350","0.00208","48.41880","-0.00001"
"10.70000","0.35392","487.58417","0.00354","0.00207","48.75842","-0.00003"
"10.80000","0.35703","490.17233","0.00357","0.00207","49.01723","-0.00003"
"10.90000","0.36046","493.58932","0.00360","0.00207","49.35893","-0.00004"
"11.00000","0.36380","496.61639","0.00364","0.00210","49.66164","-0.00003"
"11.10000","0.36702","499.47327","0.00367","0.00211","49.94733","0.00000"
"11.20000","0.37038","502.79782","0.00370","0.00212","50.27978","-0.00002"
"11.30000","0.37388","506.21884","0.00374","0.00214","50.62188","0.00002"
"11.40000","0.37725","509.44946","0.00377","0.00214","50.94495","0.00000"
"11.50000","0.38033","511.87793","0.00380","0.00214","51.18779","-0.00002"
"11.60000","0.38380","515.37793","0.00384","0.00214","51.53779","-0.00002"
"11.70000","0.38709","518.26282","0.00387","0.00214","51.82628","-0.00006"
"11.80000","0.39037","521.37817","0.00390","0.00212","52.13782","-0.00004"
"11.90000","0.39380","524.73804","0.00394","0.00214","52.47380","-0.00005"
"12.00000","0.39723","527.98798","0.00397","0.00215","52.79880","-0.00006"
"12.10000","0.40063","531.17401","0.00401","0.00217","53.11740","-0.00004"
"12.20000","0.40365","533.41400","0.00404","0.00217","53.34140","-0.00006"
"12.30000","0.40717","536.96771","0.00407","0.00218","53.69677","-0.00008"
"12.40000","0.41045","539.85492","0.00410","0.00222","53.98549","-0.00005"
"12.50000","0.41376","542.79645","0.00414","0.00224","54.27964","-0.00004"
"12.60000","0.41707","545.84351","0.00417","0.00224","54.58435","-0.00005"
"12.70000","0.42046","548.80682","0.00420","0.00226","54.88068","-0.00006"
"12.80000","0.42389","552.08228","0.00424","0.00228","55.20823","-0.00004"
"12.90000","0.42696","554.48248","0.00427","0.00229","55.44825","-0.00006"
"13.00000","0.43044","557.75214","0.00430","0.00230","55.77522","-0.00006"
"13.10000","0.43391","560.96899","0.00434","0.00229","56.09690","-0.00006"
"13.20000","0.43708","563.51965","0.00437","0.00230","56.35197","-0.00007"
"13.30000","0.44041","566.40533","0.00440","0.00233","56.64053","-0.00006"
"13.40000","0.44376","569.29425","0.00444","0.00235","56.92942","-0.00003"
"13.50000","0.44713","572.33313","0.00447","0.00236","57.23331","-0.00003"
"13.60000","0.45034","574.76111","0.00450","0.00236","57.47611","-0.00003"
"13.70000","0.45392","578.20093","0.00454","0.00238","57.82009","-0.00003"
"13.80000","0.45728","580.90051","0.00457","0.00240","58.09005","0.00000"
"13.90000","0.46051","583.46704","0.00461","0.00241","58.34670","-0.00003"
"14.00000","0.46374","586.06256","0.00464","0.00240","58.60625","0.00000"
"14.10000","0.46712","589.00037","0.00467","0.00240","58.90004","0.00000"
"14.20000","0.47040","591.71149","0.00470","0.00241","59.17115","0.00000"
"14.30000","0.47370","594.46643","0.00474","0.00243","59.44664","0.00000"
"14.40000","0.47714","597.51154","0.00477","0.00243","59.75115","0.00000"
"14.50000","0.48055","600.41748","0.00481","0.00243","60.04175","0.00001"
"14.60000","0.48377","603.05127","0.00484","0.00241","60.30513","0.00002"
"14.70000","0.48707","605.76025","0.00487","0.00242","60.57603","0.00001"
"14.80000","0.49037","608.34283","0.00490","0.00243","60.83428","-0.00002"
"14.90000","0.49375","611.05072","0.00494","0.00245","61.10507","-0.00003"
"15.00000","0.49711","613.96600","0.00497","0.00245","61.39660","-0.00004"
"15.10000","0.50051","616.53455","0.00501","0.00247","61.65345","-0.00005"
"15.20000","0.50386","619.34625","0.00504","0.00246","61.93462","-0.00008"
"15.30000","0.50706","621.67847","0.00507","0.00247","62.16785","-0.00008"
"15.40000","0.51045","624.46582","0.00510","0.00247","62.44658","-0.00011"
"15.50000","0.51385","627.16052","0.00514","0.00250","62.71605","-0.00011"
"15.60000","0.51710","629.77966","0.00517","0.00254","62.97797","-0.00011"
"15.70000","0.52049","632.69867","0.00520","0.00255","63.26987","-0.00008"
"15.80000","0.52379","635.10297","0.00524","0.00256","63.51030","-0.00011"
"15.90000","0.52716","637.85400","0.00527","0.00260","63.78540","-0.00008"
"16.00000","0.53037","640.26495","0.00530","0.00260","64.02650","-0.00008"
"16.10000","0.53380","643.16534","0.00534","0.00261","64.31654","-0.00008"
"16.20000","0.53717","645.82849","0.00537","0.00262","64.58285","-0.00011"
"16.30000","0.54043","648.08484","0.00540","0.00264","64.80849","-0.00007"
"16.40000","0.54381","650.82300","0.00544","0.00265","65.08230","-0.00006"
"16.50000","0.54706","653.13544","0.00547","0.00265","65.31355","-0.00008"
"16.60000","0.55042","655.78101","0.00550","0.00266","65.57810","-0.00006"
"16.70000","0.55363","658.22668","0.00554","0.00266","65.82267","-0.00003"
"16.80000","0.55718","661.21008","0.00557","0.00269","66.12101","-0.00003"
"16.90000","0.56056","663.76648","0.00561","0.00268","66.37665","-0.00003"
"17.00000","0.56369","665.96936","0.00564","0.00269","66.59694","-0.00002"
"17.10000","0.56715","668.79968","0.00567","0.00270","66.87997","0.00000"
"17.20000","0.57046","671.27533","0.00570","0.00271","67.12753","0.00000"
"17.30000","0.57374","673.59430","0.00574","0.00271","67.35943","0.00000"
"17.40000","0.57708","676.09723","0.00577","0.00273","67.60973","0.00000"
"17.50000","0.58058","678.71350","0.00581","0.00271","67.87135","0.00000"
"17.60000","0.58391","680.62933","0.00584","0.00271","68.06293","-0.00002"
"17.70000","0.58708","682.22333","0.00587","0.00271","68.22234","-0.00003"
"17.80000","0.59046","684.08276","0.00590","0.00271","68.40828","-0.00003"
"17.90000","0.59378","685.90509","0.00594","0.00271","68.59051","-0.00003"
"18.00000","0.59704","687.81049","0.00597","0.00272","68.78105","-0.00003"
"18.10000","0.60037","690.29559","0.00600","0.00273","69.02956","-0.00003"
"18.20000","0.60391","693.01727","0.00604","0.00273","69.30173","-0.00003"
"18.30000","0.60715","695.16937","0.00607","0.00274","69.51694","-0.00003"
"18.40000","0.61031","697.25623","0.00610","0.00276","69.72562","-0.00005"
"18.50000","0.61379","700.10254","0.00614","0.00276","70.01025","-0.00006"
"18.60000","0.61710","702.41449","0.00617","0.00276","70.24145","-0.00006"
"18.70000","0.62038","704.65540","0.00620","0.00276","70.46554","-0.00008"
"18.80000","0.62372","707.28448","0.00624","0.00278","70.72845","-0.00011"
"18.90000","0.62720","709.91980","0.00627","0.00280","70.99198","-0.00008"
"19.00000","0.63049","712.36554","0.00630","0.00281","71.23656","-0.00008"
"19.10000","0.63372","714.61328","0.00634","0.00281","71.46133","-0.00011"
"19.20000","0.63724","717.41919","0.00637","0.00281","71.74192","-0.00011"
"19.30000","0.64059","719.84955","0.00641","0.00281","71.98495","-0.00011"
"19.40000","0.64377","721.78448","0.00644","0.00281","72.17845","-0.00011"
"19.50000","0.64716","724.43469","0.00647","0.00282","72.44347","-0.00014"
"19.60000","0.65043","726.67322","0.00650","0.00281","72.66732","-0.00017"
"19.70000","0.65376","728.98907","0.00654","0.00281","72.89891","-0.00017"
"19.80000","0.65701","731.25220","0.00657","0.00281","73.12522","-0.00014"
"19.90000","0.66050","733.98224","0.00661","0.00283","73.39822","-0.00014"
"20.00000","0.66396","736.64447","0.00664","0.00285","73.66444","-0.00014"
"20.10000","0.66705","738.46283","0.00667","0.00285","73.84628","-0.00014"
"20.20000","0.67037","740.91608","0.00670","0.00287","74.09161","-0.00011"
"20.30000","0.67382","743.54828","0.00674","0.00287","74.35483","-0.00010"
"20.40000","0.67701","745.61615","0.00677","0.00288","74.56161","-0.00008"
"20.50000","0.68037","748.15399","0.00680","0.00288","74.81540","-0.00006"
"20.60000","0.68387","750.97351","0.00684","0.00289","75.09735","-0.00007"
"20.70000","0.68728","753.52692","0.00687","0.00289","75.35269","-0.00006"
"20.80000","0.69038","755.44568","0.00690","0.00291","75.54457","-0.00005"
"20.90000","0.69383","758.17200","0.00694","0.00292","75.81720","-0.00006"
"21.00000","0.69716","760.44427","0.00697","0.00295","76.04443","-0.00003"
"21.10000","0.70044","762.84314","0.00700","0.00295","76.28432","0.00000"
"21.20000","0.70375","765.33545","0.00704","0.00297","76.53355","0.00000"
"21.30000","0.70717","768.04755","0.00707","0.00297","76.80476","-0.00003"
"21.40000","0.71055","770.49725","0.00711","0.00298","77.04973","-0.00003"
"21.50000","0.71368","772.51855","0.00714","0.00300","77.25185","0.00000"
"21.60000","0.71712","775.26270","0.00717","0.00299","77.52627","0.00000"
"21.70000","0.72046","777.62177","0.00720","0.00299","77.76218","0.00000"
"21.80000","0.72381","780.07703","0.00724","0.00299","78.00771","0.00000"
"21.90000","0.72711","782.34552","0.00727","0.00297","78.23455","0.00000"
"22.00000","0.73039","784.91492","0.00730","0.00297","78.49149","-0.00003"
"22.10000","0.73382","787.37659","0.00734","0.00298","78.73766","-0.00003"
"22.20000","0.73700","789.49469","0.00737","0.00299","78.94947","-0.00004"
"22.30000","0.74047","792.28424","0.00740","0.00299","79.22842","-0.00006"
"22.40000","0.74382","794.72308","0.00744","0.00300","79.47231","-0.00008"
"22.50000","0.74711","796.90887","0.00747","0.00300","79.69089","-0.00009"
"22.60000","0.75045","799.36395","0.00750","0.00300","79.93639","-0.00013"
"22.70000","0.75382","801.84888","0.00754","0.00301","80.18489","-0.00014"
"22.80000","0.75712","804.33368","0.00757","0.00302","80.43336","-0.00016"
"22.90000","0.76042","806.56409","0.00760","0.00301","80.65641","-0.00015"
"23.00000","0.76390","809.25580","0.00764","0.00301","80.92558","-0.00014"
"23.10000","0.76721","811.61975","0.00767","0.00304","81.16197","-0.00014"
"23.20000","0.77043","813.72644","0.00770","0.00306","81.37264","-0.00011"
"23.30000","0.77375","816.19324","0.00774","0.00307","81.61932","-0.00012"
"23.40000","0.77708","818.51648","0.00777","0.00309","81.85165","-0.00011"
"23.50000","0.78035","820.77710","0.00780","0.00313","82.07771","-0.00011"
"23.60000","0.78375","823.50543","0.00784","0.00316","82.35054","-0.00014"
"23.70000","0.78721","826.21545","0.00787","0.00318","82.62154","-0.00014"
"23.80000","0.79053","828.52234","0.00791","0.00317","82.85223","-0.00016"
"23.90000","0.79372","830.51117","0.00794","0.00316","83.05112","-0.00019"
"24.00000","0.79707","832.86969","0.00797","0.00318","83.28697","-0.00020"
"24.10000","0.80045","835.28857","0.00800","0.00318","83.52885","-0.00020"
"24.20000","0.80367","837.26465","0.00804","0.00318","83.72646","-0.00020"
"24.30000","0.80714","839.77234","0.00807","0.00321","83.97723","-0.00019"
"24.40000","0.81056","842.33441","0.00811","0.00323","84.23344","-0.00018"
"24.50000","0.81388","844.52423","0.00814","0.00323","84.45242","-0.00019"
"24.60000","0.81708","846.60120","0.00817","0.00323","84.66012","-0.00017"
"24.70000","0.82046","849.24225","0.00820","0.00326","84.92422","-0.00014"
"24.80000","0.82390","851.94287","0.00824","0.00326","85.19429","-0.00015"
"24.90000","0.82707","853.93011","0.00827","0.00327","85.39301","-0.00014"
"25.00000","0.83049","856.59027","0.00830","0.00326","85.65903","-0.00013"
"25.10000","0.83380","858.80707","0.00834","0.00325","85.88071","-0.00012"
"25.20000","0.83712","861.15302","0.00837","0.00327","86.11530","-0.00011"
"25.30000","0.84028","863.09406","0.00840","0.00328","86.30940","-0.00012"
"25.40000","0.84389","866.07776","0.00844","0.00328","86.60777","-0.00012"
"25.50000","0.84718","868.23993","0.00847","0.00331","86.82399","-0.00013"
"25.60000","0.85037","870.24390","0.00850","0.00331","87.02439","-0.00014"
"25.70000","0.85380","872.76129","0.00854","0.00334","87.27613","-0.00011"
"25.80000","0.85706","874.77246","0.00857","0.00334","87.47725","-0.00008"
"25.90000","0.86044","877.27655","0.00860","0.00333","87.72765","-0.00008"
"26.00000","0.86363","879.29547","0.00864","0.00333","87.92955","-0.00008"
"26.10000","0.86728","882.56934","0.00867","0.00332","88.25694","-0.00009"
"26.20000","0.87060","884.78729","0.00871","0.00334","88.47873","-0.00008"
"26.30000","0.87372","886.69434","0.00874","0.00333","88.66943","-0.00008"
"26.40000","0.87716","889.31696","0.00877","0.00334","88.93169","-0.00010"
"26.50000","0.88038","891.39960","0.00880","0.00335","89.13996","-0.00011"
"26.60000","0.88383","893.92773","0.00884","0.00335","89.39278","-0.00009"
"26.70000","0.88702","896.06128","0.00887","0.00335","89.60612","-0.00008"
"26.80000","0.89059","898.80872","0.00891","0.00335","89.88087","-0.00009"
"26.90000","0.89390","901.06757","0.00894","0.00333","90.10676","-0.00010"
"27.00000","0.89706","903.07343","0.00897","0.00334","90.30734","-0.00014"
"27.10000","0.90041","905.37250","0.00900","0.00334","90.53725","-0.00013"
"27.20000","0.90379","907.79077","0.00904","0.00335","90.77908","-0.00012"
"27.30000","0.90711","910.02539","0.00907","0.00334","91.00254","-0.00015"
"27.40000","0.91034","912.14801","0.00910","0.00333","91.21480","-0.00014"
"27.50000","0.91388","914.87079","0.00914","0.00335","91.48708","-0.00015"
"27.60000","0.91714","916.92249","0.00917","0.00337","91.69225","-0.00017"
"27.70000","0.92038","918.99969","0.00920","0.00339","91.89997","-0.00017"
"27.80000","0.92375","921.29260","0.00924","0.00340","92.12926","-0.00022"
"27.90000","0.92720","923.87421","0.00927","0.00339","92.38742","-0.00023"
"28.00000","0.93046","925.74554","0.00930","0.00339","92.57455","-0.00025"
"28.10000","0.93376","927.95428","0.00934","0.00341","92.79543","-0.00023"
"28.20000","0.93720","930.44788","0.00937","0.00342","93.04478","-0.00023"
"28.30000","0.94045","932.46521","0.00940","0.00344","93.24652","-0.00026"
"28.40000","0.94373","934.58929","0.00944","0.00343","93.45893","-0.00028"
"28.50000","0.94714","937.02570","0.00947","0.00344","93.70257","-0.00028"
"28.60000","0.95062","939.82874","0.00951","0.00345","93.98287","-0.00031"
"28.70000","0.95375","941.54480","0.00954","0.00345","94.15448","-0.00028"
"28.80000","0.95711","943.97534","0.00957","0.00347","94.39754","-0.00028"
"28.90000","0.96038","946.04303","0.00960","0.00349","94.60430","-0.00028"
"29.00000","0.96379","948.50354","0.00964","0.00347","94.85036","-0.00028"
"29.10000","0.96705","950.51788","0.00967","0.00347","95.05179","-0.00028"
"29.20000","0.97045","952.89154","0.00970","0.00349","95.28915","-0.00028"
"29.30000","0.97390","955.36597","0.00974","0.00349","95.53660","-0.00028"
"29.40000","0.97706","957.24750","0.00977","0.00350","95.72475","-0.00028"
"29.50000","0.98041","959.50171","0.00980","0.00352","95.95017","-0.00027"
"29.60000","0.98373","961.75385","0.00984","0.00353","96.17538","-0.00028"
"29.70000","0.98706","963.75232","0.00987","0.00353","96.37523","-0.00026"
"29.80000","0.99044","966.08521","0.00990","0.00356","96.60852","-0.00028"
"29.90000","0.99390","968.56335","0.00994","0.00357","96.85634","-0.00026"
"30.00000","0.99724","970.74255","0.00997","0.00358","97.07426","-0.00028"
"30.10000","1.00041","972.59601","0.01000","0.00360","97.25960","-0.00025"
"30.20000","1.00385","974.95428","0.01004","0.00361","97.49543","-0.00025"
"30.30000","1.00704","976.90680","0.01007","0.00362","97.69068","-0.00023"
"30.40000","1.01049","979.34912","0.01010","0.00365","97.93491","-0.00023"
"30.50000","1.01372","981.35791","0.01014","0.00367","98.13579","-0.00023"
"30.60000","1.01718","983.95099","0.01017","0.00365","98.39510","-0.00020"
"30.70000","1.02046","986.16864","0.01020","0.00367","98.61687","-0.00020"
"30.80000","1.02372","988.19080","0.01024","0.00370","98.81908","-0.00017"
"30.90000","1.02717","990.79364","0.01027","0.00370","99.07936","-0.00017"
"31.00000","1.03042","992.86029","0.01030","0.00370","99.28603","-0.00020"
"31.10000","1.03373","995.03973","0.01034","0.00370","99.50397","-0.00017"
"31.20000","1.03710","997.44861","0.01037","0.00373","99.74486","-0.00018"
"31.30000","1.04052","999.89417","0.01041","0.00373","99.98942","-0.00017"
"31.40000","1.04373","1001.86487","0.01044","0.00375","100.18649","-0.00017"
"31.50000","1.04702","1004.05402","0.01047","0.00375","100.40540","-0.00017"
"31.60000","1.05052","1006.74768","0.01051","0.00375","100.67477","-0.00015"
"31.70000","1.05390","1009.10486","0.01054","0.00375","100.91048","-0.00014"
"31.80000","1.05713","1011.06390","0.01057","0.00375","101.10639","-0.00016"
"31.90000","1.06044","1013.24591","0.01060","0.00377","101.32459","-0.00017"
"32.00000","1.06389","1015.82513","0.01064","0.00376","101.58251","-0.00018"
"32.10000","1.06704","1017.49792","0.01067","0.00379","101.74979","-0.00020"
"32.20000","1.07040","1019.77307","0.01070","0.00379","101.97731","-0.00021"
"32.30000","1.07384","1022.32739","0.01074","0.00380","102.23274","-0.00022"
"32.40000","1.07724","1024.70581","0.01077","0.00380","102.47058","-0.00023"
"32.50000","1.08036","1026.42224","0.01080","0.00382","102.64223","-0.00023"
"32.60000","1.08377","1028.83972","0.01084","0.00384","102.88397","-0.00025"
"32.70000","1.08711","1031.00220","0.01087","0.00385","103.10022","-0.00028"
"32.80000","1.09033","1032.94202","0.01090","0.00387","103.29420","-0.00031"
"32.90000","1.09371","1035.33630","0.01094","0.00387","103.53363","-0.00031"
"33.00000","1.09721","1037.92200","0.01097","0.00389","103.79220","-0.00033"
"33.10000","1.10056","1040.21741","0.01101","0.00389","104.02174","-0.00032"
"33.20000","1.10365","1041.76184","0.01104","0.00391","104.17619","-0.00034"
"33.30000","1.10714","1044.40430","0.01107","0.00392","104.44043","-0.00031"
"33.40000","1.11043","1046.50037","0.01110","0.00395","104.65004","-0.00031"
"33.50000","1.11371","1048.62439","0.01114","0.00396","104.86244","-0.00034"
"33.60000","1.11715","1051.29736","0.01117","0.00397","105.12974","-0.00036"
"33.70000","1.12053","1053.63818","0.01121","0.00398","105.36382","-0.00037"
"33.80000","1.12396","1056.02881","0.01124","0.00398","105.60288","-0.00037"
"33.90000","1.12698","1057.56616","0.01127","0.00398","105.75661","-0.00040"
"34.00000","1.13054","1060.64832","0.01131","0.00399","106.06483","-0.00040"
"34.10000","1.13381","1062.74927","0.01134","0.00404","106.27493","-0.00040"
"34.20000","1.13708","1064.87854","0.01137","0.00405","106.48785","-0.00040"
"34.30000","1.14041","1067.42834","0.01140","0.00405","106.74284","-0.00042"
"34.40000","1.14377","1069.69031","0.01144","0.00405","106.96903","-0.00040"
"34.50000","1.14721","1072.21082","0.01147","0.00405","107.22108","-0.00040"
"34.60000","1.15030","1074.02173","0.01150","0.00407","107.40218","-0.00037"
"34.70000","1.15378","1077.00085","0.01154","0.00408","107.70009","-0.00038"
"34.80000","1.15724","1079.59436","0.01157","0.00411","107.95943","-0.00037"
"34.90000","1.16041","1081.52100","0.01160","0.00412","108.15210","-0.00037"
"35.00000","1.16373","1083.95789","0.01164","0.00413","108.39579","-0.00037"
"35.10000","1.16710","1086.35071","0.01167","0.00414","108.63507","-0.00037"
"35.20000","1.17043","1088.74927","0.01170","0.00415","108.87492","-0.00034"
"35.30000","1.17370","1091.06799","0.01174","0.00415","109.10680","-0.00034"
"35.40000","1.17725","1093.89465","0.01177","0.00417","109.38947","-0.00033"
"35.50000","1.18062","1096.28796","0.01181","0.00416","109.62880","-0.00033"
"35.60000","1.18383","1098.25330","0.01184","0.00415","109.82533","-0.00032"
"35.70000","1.18707","1100.46338","0.01187","0.00415","110.04634","-0.00031"
"35.80000","1.19047","1102.92090","0.01190","0.00417","110.29209","-0.00028"
"35.90000","1.19374","1105.14917","0.01194","0.00415","110.51492","-0.00029"
"36.00000","1.19705","1107.60156","0.01197","0.00415","110.76015","-0.00031"
"36.10000","1.20050","1110.11511","0.01201","0.00417","111.01151","-0.00029"
"36.20000","1.20388","1112.60742","0.01204","0.00419","111.26074","-0.00028"
"36.30000","1.20709","1114.77576","0.01207","0.00417","111.47758","-0.00028"
"36.40000","1.21043","1117.15601","0.01210","0.00418","111.71560","-0.00029"
"36.50000","1.21375","1119.47729","0.01214","0.00417","111.94773","-0.00028"
