Time,Extension,Load,Tensile strain (Extension),Axial Video,Tensile stress,Transverse Video
(s),(mm),(N),(mm/mm),(mm/mm),(MPa),(mm/mm)
"0.00000","4.68639","-0.13725","0.00000","0.00004","-0.01373","0.00001"
"0.10000","4.68717","0.66034","0.00001","0.00005","0.06603","0.00001"
"0.20000","4.68833","2.29586","0.00002","0.00007","0.22959","-0.00001"
"0.30000","4.69353","9.44941","0.00007","0.00009","0.94494","-0.00004"
"0.40000","4.69698","14.31884","0.00011","0.00010","1.43188","-0.00004"
"0.50000","4.70048","19.05150","0.00014","0.00017","1.90515","0.00006"
"0.60000","4.70378","23.41678","0.00017","0.00027","2.34168","0.00009"
"0.70000","4.70699","27.73566","0.00021","0.00026","2.77357","0.00012"
"0.80000","4.71051","32.65696","0.00024","0.00027","3.26570","0.00012"
"0.90000","4.71379","37.11135","0.00027","0.00031","3.71114","0.00008"
"1.00000","4.71714","41.49694","0.00031","0.00035","4.14969","0.00008"
"1.10000","4.72043","45.85505","0.00034","0.00039","4.58551","0.00010"
"1.20000","4.72387","50.48692","0.00037","0.00044","5.04869","0.00012"
"1.30000","4.72711","54.80994","0.00041","0.00048","5.48099","0.00010"
"1.40000","4.73036","59.05183","0.00044","0.00050","5.90518","0.00008"
"1.50000","4.73382","63.62586","0.00047","0.00054","6.36259","0.00005"
"1.60000","4.73718","68.07194","0.00051","0.00056","6.80719","0.00004"
"1.70000","4.74038","72.30164","0.00054","0.00059","7.23016","0.00006"
"1.80000","4.74374","76.72979","0.00057","0.00062","7.67298","0.00001"
"1.90000","4.74706","81.08242","0.00061","0.00064","8.10824","-0.00003"
"2.00000","4.75038","85.46700","0.00064","0.00067","8.54670","0.00004"
"2.10000","4.75366","89.75280","0.00067","0.00069","8.97528","0.00009"
"2.20000","4.75721","94.40660","0.00071","0.00076","9.44066","0.00004"
"2.30000","4.76055","98.78558","0.00074","0.00076","9.87856","0.00003"
"2.40000","4.76366","102.81709","0.00077","0.00079","10.28171","0.00004"
"2.50000","4.76709","107.11303","0.00081","0.00083","10.71130","0.00004"
"2.60000","4.77042","111.56969","0.00084","0.00085","11.15697","-0.00001"
"2.70000","4.77370","115.78377","0.00087","0.00088","11.57838","0.00003"
"2.80000","4.77712","120.35290","0.00091","0.00091","12.03529","-0.00003"
"2.90000","4.78054","124.81109","0.00094","0.00096","12.48111","0.00000"
"3.00000","4.78394","129.12296","0.00098","0.00103","12.91230","0.00001"
"3.10000","4.78698","133.05173","0.00101","0.00104","13.30517","0.00000"
"3.20000","4.79045","137.61908","0.00104","0.00112","13.76191","0.00001"
"3.30000","4.79376","141.65672","0.00107","0.00117","14.16567","0.00000"
"3.40000","4.79707","146.07195","0.00111","0.00120","14.60719","0.00000"
"3.50000","4.80034","150.18488","0.00114","0.00128","15.01849","0.00001"
"3.60000","4.80382","154.75888","0.00117","0.00131","15.47589","0.00005"
"3.70000","4.80720","158.95692","0.00121","0.00136","15.89569","0.00009"
"3.80000","4.81029","162.96323","0.00124","0.00138","16.29632","0.00007"
"3.90000","4.81374","167.41376","0.00127","0.00140","16.74137","0.00004"
"4.00000","4.81718","171.73502","0.00131","0.00143","17.17350","0.00002"
"4.10000","4.82040","175.84000","0.00134","0.00144","17.58400","0.00003"
"4.20000","4.82370","180.03233","0.00137","0.00144","18.00323","0.00004"
"4.30000","4.82710","184.44157","0.00141","0.00150","18.44416","0.00005"
"4.40000","4.83048","188.79901","0.00144","0.00153","18.87990","0.00000"
"4.50000","4.83361","192.76582","0.00147","0.00151","19.27658","0.00000"
"4.60000","4.83721","197.35896","0.00151","0.00150","19.73590","0.00003"
"4.70000","4.84057","201.58319","0.00154","0.00150","20.15832","0.00004"
"4.80000","4.84382","205.71246","0.00157","0.00156","20.57125","-0.00002"
"4.90000","4.84706","209.76678","0.00161","0.00160","20.97668","0.00004"
"5.00000","4.85045","213.96922","0.00164","0.00161","21.39692","0.00004"
"5.10000","4.85370","217.95428","0.00167","0.00166","21.79543","0.00002"
"5.20000","4.85703","222.18173","0.00171","0.00168","22.21817","0.00004"
"5.30000","4.86047","226.44559","0.00174","0.00174","22.64456","0.00005"
"5.40000","4.86387","230.91568","0.00177","0.00179","23.09157","0.00004"
"5.50000","4.86710","235.01675","0.00181","0.00182","23.50167","0.00009"
"5.60000","4.87037","239.05205","0.00184","0.00186","23.90520","0.00012"
