Time,Extension,Load,Tensile strain (Extension),Axial Video,Tensile stress,Transverse Video
(s),(mm),(N),(mm/mm),(mm/mm),(MPa),(mm/mm)
"0.00000","1.99875","0.38798","0.00000","-0.00003","0.03880","-0.00004"
"0.10000","1.99955","10.85787","0.00001","-0.00004","1.08579","-0.00005"
"0.20000","2.00205","48.63231","0.00003","-0.00003","4.86323","-0.00002"
"0.30000","2.00655","115.82469","0.00008","-0.00002","11.58247","-0.00004"
"0.40000","2.00990","163.18230","0.00011","0.00001","16.31823","0.00000"
"0.50000","2.01340","210.45578","0.00015","0.00001","21.04558","0.00000"
"0.60000","2.01673","254.65605","0.00018","0.00003","25.46560","0.00000"
"0.70000","2.01997","295.92697","0.00021","0.00005","29.59270","0.00000"
"0.80000","2.02327","337.29855","0.00025","0.00006","33.72985","0.00000"
"0.90000","2.02655","377.39200","0.00028","0.00009","37.73920","0.00000"
"1.00000","2.02989","418.10693","0.00031","0.00009","41.81069","-0.00004"
"1.10000","2.03328","459.27231","0.00035","0.00011","45.92723","0.00000"
"1.20000","2.03673","500.94226","0.00038","0.00011","50.09423","-0.00004"
"1.30000","2.04004","539.69922","0.00041","0.00008","53.96992","-0.00004"
"1.40000","2.04325","576.93109","0.00045","0.00009","57.69311","-0.00004"
"1.50000","2.04661","616.02557","0.00048","0.00012","61.60256","-0.00009"
"1.60000","2.04993","653.88831","0.00051","0.00013","65.38883","-0.00013"
"1.70000","2.05322","690.67731","0.00054","0.00013","69.06773","-0.00013"
"1.80000","2.05666","729.65448","0.00058","0.00015","72.96545","-0.00016"
"1.90000","2.06006","766.97357","0.00061","0.00017","76.69736","-0.00017"
"2.00000","2.06341","803.17993","0.00065","0.00018","80.31799","-0.00021"
"2.10000","2.06660","836.36920","0.00068","0.00017","83.63692","-0.00017"
"2.20000","2.07001","872.86292","0.00071","0.00019","87.28629","-0.00017"
"2.30000","2.07338","907.38135","0.00075","0.00020","90.73814","-0.00021"
"2.40000","2.07659","939.81995","0.00078","0.00020","93.98199","-0.00025"
"2.50000","2.08003","974.87262","0.00081","0.00020","97.48726","-0.00030"
"2.60000","2.08333","1006.94525","0.00085","0.00023","100.69453","-0.00034"
"2.70000","2.08666","1038.91479","0.00088","0.00026","103.89148","-0.00038"
"2.80000","2.08985","1068.41626","0.00091","0.00027","106.84163","-0.00036"
"2.90000","2.09341","1102.37109","0.00095","0.00030","110.23711","-0.00038"
"3.00000","2.09671","1132.08716","0.00098","0.00031","113.20872","-0.00038"
"3.10000","2.09992","1160.24524","0.00101","0.00033","116.02452","-0.00035"
"3.20000","2.10333","1190.76392","0.00105","0.00033","119.07639","-0.00036"
"3.30000","2.10658","1218.10925","0.00108","0.00033","121.81093","-0.00029"
"3.40000","2.10997","1246.77795","0.00111","0.00035","124.67780","-0.00029"
"3.50000","2.11316","1272.64880","0.00114","0.00036","127.26488","-0.00026"
"3.60000","2.11682","1304.41113","0.00118","0.00037","130.44112","-0.00025"
"3.70000","2.12010","1329.70361","0.00121","0.00037","132.97037","-0.00025"
"3.80000","2.12327","1353.52734","0.00125","0.00037","135.35274","-0.00025"
"3.90000","2.12667","1379.88696","0.00128","0.00037","137.98869","-0.00020"
"4.00000","2.12994","1403.64929","0.00131","0.00038","140.36493","-0.00017"
"4.10000","2.13336","1428.99683","0.00135","0.00039","142.89969","-0.00012"
"4.20000","2.13655","1451.40015","0.00138","0.00039","145.14001","-0.00009"
"4.30000","2.14015","1477.79736","0.00141","0.00039","147.77974","-0.00014"
"4.40000","2.14345","1499.86865","0.00145","0.00037","149.98686","-0.00013"
"4.50000","2.14656","1519.21082","0.00148","0.00038","151.92108","-0.00015"
"4.60000","2.14993","1542.51770","0.00151","0.00038","154.25177","-0.00017"
"4.70000","2.15331","1564.13000","0.00155","0.00040","156.41299","-0.00018"
"4.80000","2.15659","1584.67236","0.00158","0.00040","158.46724","-0.00018"
"4.90000","2.15991","1605.67517","0.00161","0.00041","160.56752","-0.00017"
"5.00000","2.16338","1628.20654","0.00165","0.00044","162.82065","-0.00017"
"5.10000","2.16669","1647.65247","0.00168","0.00046","164.76524","-0.00017"
"5.20000","2.16991","1665.98914","0.00171","0.00046","166.59891","-0.00025"
"5.30000","2.17328","1685.80432","0.00175","0.00045","168.58043","-0.00029"
"5.40000","2.17678","1706.90173","0.00178","0.00047","170.69017","-0.00030"
"5.50000","2.17998","1723.01611","0.00181","0.00049","172.30161","-0.00025"
"5.60000","2.18330","1741.37927","0.00185","0.00051","174.13792","-0.00031"
"5.70000","2.18671","1759.96179","0.00188","0.00053","175.99619","-0.00034"
"5.80000","2.18999","1776.53357","0.00191","0.00053","177.65335","-0.00038"
"5.90000","2.19329","1793.49365","0.00195","0.00054","179.34937","-0.00042"
"6.00000","2.19667","1811.47620","0.00198","0.00055","181.14761","-0.00042"
"6.10000","2.20013","1829.79065","0.00201","0.00054","182.97906","-0.00042"
"6.20000","2.20328","1843.66736","0.00205","0.00054","184.36673","-0.00042"
"6.30000","2.20662","1860.20752","0.00208","0.00055","186.02075","-0.00045"
"6.40000","2.20992","1875.28455","0.00211","0.00056","187.52846","-0.00046"
"6.50000","2.21328","1891.14697","0.00215","0.00054","189.11470","-0.00050"
"6.60000","2.21659","1906.06421","0.00218","0.00055","190.60641","-0.00051"
"6.70000","2.22001","1922.16785","0.00221","0.00054","192.21678","-0.00051"
"6.80000","2.22344","1938.06238","0.00225","0.00054","193.80624","-0.00051"
"6.90000","2.22658","1949.66565","0.00228","0.00056","194.96657","-0.00046"
"7.00000","2.22998","1964.68005","0.00231","0.00057","196.46800","-0.00046"
"7.10000","2.23325","1977.27271","0.00234","0.00056","197.72726","-0.00045"
"7.20000","2.23660","1990.82349","0.00238","0.00058","199.08235","-0.00049"
"7.30000","2.23996","2004.74133","0.00241","0.00060","200.47414","-0.00051"
"7.40000","2.24343","2019.22522","0.00245","0.00059","201.92252","-0.00047"
"7.50000","2.24676","2031.82434","0.00248","0.00061","203.18243","-0.00046"
"7.60000","2.24993","2042.11865","0.00251","0.00061","204.21187","-0.00046"
"7.70000","2.25340","2056.30005","0.00255","0.00063","205.63000","-0.00042"
"7.80000","2.25663","2066.92041","0.00258","0.00065","206.69205","-0.00038"
"7.90000","2.26002","2079.63892","0.00261","0.00066","207.96390","-0.00038"
"8.00000","2.26332","2090.74707","0.00265","0.00066","209.07471","-0.00039"
"8.10000","2.26672","2102.67651","0.00268","0.00066","210.26765","-0.00035"
"8.20000","2.27000","2112.85547","0.00271","0.00068","211.28555","-0.00034"
"8.30000","2.27322","2122.14575","0.00274","0.00070","212.21457","-0.00034"
"8.40000","2.27675","2135.69482","0.00278","0.00069","213.56949","-0.00034"
"8.50000","2.28000","2144.66406","0.00281","0.00068","214.46640","-0.00035"
"8.60000","2.28328","2154.00171","0.00285","0.00067","215.40018","-0.00033"
"8.70000","2.28663","2164.06421","0.00288","0.00069","216.40642","-0.00030"
"8.80000","2.29002","2174.20532","0.00291","0.00068","217.42053","-0.00030"
"8.90000","2.29328","2182.25269","0.00295","0.00067","218.22527","-0.00030"
"9.00000","2.29655","2191.01831","0.00298","0.00065","219.10184","-0.00030"
"9.10000","2.30008","2202.56543","0.00301","0.00062","220.25655","-0.00030"
"9.20000","2.30342","2211.14185","0.00305","0.00062","221.11418","-0.00030"
"9.30000","2.30668","2218.07056","0.00308","0.00064","221.80705","-0.00030"
"9.40000","2.31002","2226.12500","0.00311","0.00065","222.61250","-0.00032"
"9.50000","2.31341","2234.33984","0.00315","0.00065","223.43399","-0.00031"
"9.60000","2.31661","2239.55420","0.00318","0.00064","223.95541","-0.00031"
"9.70000","2.31997","2247.85522","0.00321","0.00064","224.78552","-0.00033"
"9.80000","2.32342","2256.17554","0.00325","0.00065","225.61755","-0.00034"
"9.90000","2.32675","2262.84985","0.00328","0.00066","226.28499","-0.00034"
"10.00000","2.32991","2267.27856","0.00331","0.00067","226.72786","-0.00033"
"10.10000","2.33330","2274.80298","0.00335","0.00069","227.48030","-0.00036"
"10.20000","2.33665","2280.78076","0.00338","0.00070","228.07808","-0.00035"
"10.30000","2.33990","2285.71826","0.00341","0.00071","228.57182","-0.00038"
"10.40000","2.34325","2292.31519","0.00344","0.00072","229.23152","-0.00038"
"10.50000","2.34675","2300.46484","0.00348","0.00073","230.04648","-0.00038"
"10.60000","2.35010","2306.08350","0.00351","0.00074","230.60835","-0.00039"
"10.70000","2.35320","2308.25439","0.00354","0.00072","230.82544","-0.00038"
"10.80000","2.35670","2315.73853","0.00358","0.00071","231.57385","-0.00043"
"10.90000","2.36001","2319.54688","0.00361","0.00069","231.95468","-0.00046"
"11.00000","2.36326","2322.72192","0.00365","0.00069","232.27219","-0.00042"
"11.10000","2.36668","2328.54102","0.00368","0.00069","232.85410","-0.00042"
"11.20000","2.37005","2332.83960","0.00371","0.00069","233.28397","-0.00039"
