Time,Extension,Load,Tensile strain (Extension),Axial Video,Tensile stress,Transverse Video
(s),(mm),(N),(mm/mm),(mm/mm),(MPa),(mm/mm)
"0.00000","0.00000","-0.07999","0.00000","0.00002","-0.00800","0.00000"
"0.10000","0.00070","1.67072","0.00001","0.00002","0.16707","0.00005"
"0.20000","0.00229","6.76046","0.00002","0.00002","0.67605","0.00005"
"0.30000","0.00742","24.20274","0.00007","0.00007","2.42027","0.00005"
"0.40000","0.01072","38.16722","0.00011","0.00010","3.81672","0.00007"
"0.50000","0.01416","52.68936","0.00014","0.00014","5.26894","0.00010"
"0.60000","0.01753","67.13298","0.00018","0.00015","6.71330","0.00011"
"0.70000","0.02076","81.19331","0.00021","0.00016","8.11933","0.00011"
"0.80000","0.02433","96.80522","0.00024","0.00018","9.68052","0.00015"
"0.90000","0.02766","111.36237","0.00028","0.00022","11.13624","0.00015"
"1.00000","0.03088","125.52158","0.00031","0.00024","12.55216","0.00015"
"1.10000","0.03410","139.76990","0.00034","0.00025","13.97699","0.00015"
"1.20000","0.03758","155.14893","0.00038","0.00029","15.51489","0.00015"
"1.30000","0.04079","169.23022","0.00041","0.00030","16.92302","0.00011"
"1.40000","0.04413","184.23962","0.00044","0.00033","18.42396","0.00010"
"1.50000","0.04754","199.24878","0.00048","0.00033","19.92488","0.00011"
"1.60000","0.05093","214.12994","0.00051","0.00037","21.41299","0.00014"
"1.70000","0.05413","228.23198","0.00054","0.00038","22.82320","0.00010"
"1.80000","0.05745","242.72591","0.00057","0.00040","24.27259","0.00010"
"1.90000","0.06087","257.59799","0.00061","0.00042","25.75980","0.00010"
"2.00000","0.06417","271.86707","0.00064","0.00044","27.18671","0.00009"
"2.10000","0.06751","286.21652","0.00068","0.00045","28.62165","0.00005"
"2.20000","0.07087","300.55463","0.00071","0.00047","30.05546","0.00005"
"2.30000","0.07419","314.67328","0.00074","0.00051","31.46733","0.00005"
"2.40000","0.07746","328.44916","0.00077","0.00052","32.84492","0.00003"
"2.50000","0.08089","343.02826","0.00081","0.00055","34.30283","0.00001"
"2.60000","0.08428","357.38022","0.00084","0.00056","35.73802","0.00005"
"2.70000","0.08754","370.87079","0.00088","0.00058","37.08708","0.00001"
"2.80000","0.09091","384.96274","0.00091","0.00057","38.49627","0.00000"
"2.90000","0.09417","398.23145","0.00094","0.00059","39.82314","0.00001"
"3.00000","0.09756","412.27945","0.00098","0.00062","41.22794","0.00005"
"3.10000","0.10076","425.32803","0.00101","0.00064","42.53280","0.00002"
"3.20000","0.10426","439.60800","0.00104","0.00065","43.96080","0.00003"
"3.30000","0.10756","453.06818","0.00108","0.00068","45.30682","0.00004"
"3.40000","0.11084","465.91702","0.00111","0.00069","46.59170","0.00005"
"3.50000","0.11423","479.55606","0.00114","0.00071","47.95560","0.00001"
"3.60000","0.11745","492.04626","0.00117","0.00073","49.20463","0.00000"
"3.70000","0.12073","505.07742","0.00121","0.00074","50.50774","0.00000"
"3.80000","0.12411","518.44220","0.00124","0.00076","51.84422","0.00000"
"3.90000","0.12762","532.22961","0.00128","0.00078","53.22296","0.00004"
"4.00000","0.13090","544.87732","0.00131","0.00080","54.48773","0.00004"
"4.10000","0.13410","556.97064","0.00134","0.00082","55.69706","0.00004"
"4.20000","0.13752","570.31128","0.00138","0.00084","57.03113","0.00000"
"4.30000","0.14087","582.96777","0.00141","0.00086","58.29678","0.00000"
"4.40000","0.14417","595.25562","0.00144","0.00087","59.52556","0.00003"
"4.50000","0.14747","607.74023","0.00147","0.00088","60.77402","0.00004"
"4.60000","0.15105","621.31067","0.00151","0.00090","62.13107","0.00000"
"4.70000","0.15424","632.75269","0.00154","0.00092","63.27527","0.00000"
"4.80000","0.15751","644.80359","0.00158","0.00094","64.48036","0.00000"
"4.90000","0.16086","656.86505","0.00161","0.00095","65.68651","0.00001"
"5.00000","0.16417","668.92072","0.00164","0.00096","66.89207","0.00000"
"5.10000","0.16744","680.61560","0.00167","0.00098","68.06156","0.00000"
"5.20000","0.17080","692.70624","0.00171","0.00100","69.27062","0.00000"
"5.30000","0.17428","705.24902","0.00174","0.00102","70.52490","0.00001"
"5.40000","0.17751","716.57544","0.00178","0.00104","71.65755","0.00001"
"5.50000","0.18070","727.60303","0.00181","0.00106","72.76030","0.00000"
"5.60000","0.18424","740.31543","0.00184","0.00107","74.03154","0.00001"
"5.70000","0.18757","751.73865","0.00188","0.00108","75.17387","0.00000"
"5.80000","0.19079","762.64996","0.00191","0.00109","76.26500","0.00000"
"5.90000","0.19414","774.13690","0.00194","0.00111","77.41369","0.00000"
"6.00000","0.19756","785.69250","0.00198","0.00112","78.56925","0.00000"
"6.10000","0.20084","796.42572","0.00201","0.00114","79.64257","0.00005"
"6.20000","0.20415","807.49646","0.00204","0.00115","80.74965","0.00000"
"6.30000","0.20766","819.29059","0.00208","0.00116","81.92906","0.00001"
"6.40000","0.21098","830.17621","0.00211","0.00118","83.01762","0.00000"
"6.50000","0.21414","840.25787","0.00214","0.00119","84.02579","0.00000"
"6.60000","0.21752","851.23230","0.00218","0.00121","85.12323","0.00000"
"6.70000","0.22082","861.81055","0.00221","0.00123","86.18105","0.00000"
"6.80000","0.22415","872.41736","0.00224","0.00125","87.24174","0.00000"
"6.90000","0.22742","882.76862","0.00227","0.00126","88.27686","0.00000"
"7.00000","0.23095","894.27466","0.00231","0.00128","89.42747","0.00000"
"7.10000","0.23436","904.93475","0.00234","0.00130","90.49348","0.00000"
"7.20000","0.23746","914.01038","0.00237","0.00133","91.40104","0.00000"
"7.30000","0.24081","924.38318","0.00241","0.00134","92.43832","-0.00003"
"7.40000","0.24416","934.42072","0.00244","0.00136","93.44207","0.00000"
"7.50000","0.24745","944.11700","0.00247","0.00138","94.41170","0.00000"
"7.60000","0.25078","953.99097","0.00251","0.00139","95.39909","0.00000"
"7.70000","0.25425","964.54962","0.00254","0.00139","96.45496","0.00000"
"7.80000","0.25763","974.38318","0.00258","0.00140","97.43832","0.00000"
"7.90000","0.26077","983.21906","0.00261","0.00142","98.32191","0.00000"
"8.00000","0.26422","993.56018","0.00264","0.00144","99.35602","0.00000"
"8.10000","0.26760","1003.34882","0.00268","0.00146","100.33488","0.00005"
"8.20000","0.27088","1012.59369","0.00271","0.00148","101.25937","0.00000"
"8.30000","0.27417","1021.85944","0.00274","0.00149","102.18594","0.00000"
"8.40000","0.27760","1031.90820","0.00278","0.00151","103.19082","0.00000"
