Time,Extension,Load,Tensile strain (Extension),Axial Video,Tensile stress,Transverse Video
(s),(mm),(N),(mm/mm),(mm/mm),(MPa),(mm/mm)
"0.00000","74.96642","0.09311","0.00000","0.00002","0.00931","0.00001"
"0.10000","74.96712","1.13233","0.00001","0.00000","0.11323","0.00001"
"0.20000","74.96825","3.94492","0.00002","0.00003","0.39449","0.00002"
"0.30000","74.97338","16.90752","0.00007","0.00004","1.69075","0.00000"
"0.40000","74.97685","25.21080","0.00010","0.00004","2.52108","0.00000"
"0.50000","74.98037","33.73540","0.00014","0.00004","3.37354","0.00000"
"0.60000","74.98376","41.66713","0.00017","0.00009","4.16671","-0.00004"
"0.70000","74.98692","48.92509","0.00020","0.00011","4.89251","-0.00008"
"0.80000","74.99033","56.89742","0.00024","0.00013","5.68974","-0.00013"
"0.90000","74.99362","64.45079","0.00027","0.00016","6.44508","-0.00014"
"1.00000","74.99693","71.60829","0.00031","0.00019","7.16083","-0.00020"
"1.10000","75.00021","78.96464","0.00034","0.00023","7.89646","-0.00021"
"1.20000","75.00376","86.72515","0.00037","0.00026","8.67251","-0.00028"
"1.30000","75.00710","93.81068","0.00041","0.00030","9.38107","-0.00026"
"1.40000","75.01020","100.53025","0.00044","0.00033","10.05303","-0.00031"
"1.50000","75.01363","107.84467","0.00047","0.00034","10.78447","-0.00031"
"1.60000","75.01697","115.06191","0.00051","0.00036","11.50619","-0.00033"
"1.70000","75.02026","122.04202","0.00054","0.00040","12.20420","-0.00035"
"1.80000","75.02367","129.04796","0.00057","0.00043","12.90480","-0.00033"
"1.90000","75.02711","136.34305","0.00061","0.00046","13.63431","-0.00031"
"2.00000","75.03051","143.39665","0.00064","0.00051","14.33967","-0.00032"
"2.10000","75.03355","149.68208","0.00067","0.00057","14.96821","-0.00035"
"2.20000","75.03706","156.82278","0.00071","0.00059","15.68228","-0.00031"
"2.30000","75.04033","163.46623","0.00074","0.00062","16.34662","-0.00035"
"2.40000","75.04363","170.22922","0.00077","0.00065","17.02292","-0.00029"
"2.50000","75.04694","176.99030","0.00081","0.00067","17.69903","-0.00034"
"2.60000","75.05035","183.84081","0.00084","0.00071","18.38408","-0.00029"
"2.70000","75.05376","190.60092","0.00087","0.00072","19.06009","-0.00028"
"2.80000","75.05684","196.56502","0.00090","0.00077","19.65650","-0.00022"
"2.90000","75.06029","203.45107","0.00094","0.00079","20.34511","-0.00023"
"3.00000","75.06375","210.32263","0.00097","0.00080","21.03226","-0.00017"
"3.10000","75.06697","216.39343","0.00101","0.00082","21.63934","-0.00014"
"3.20000","75.07023","222.74594","0.00104","0.00083","22.27459","-0.00017"
"3.30000","75.07364","229.27260","0.00107","0.00083","22.92726","-0.00013"
"3.40000","75.07703","235.71884","0.00111","0.00081","23.57188","-0.00012"
"3.50000","75.08019","241.65009","0.00114","0.00080","24.16501","-0.00010"
"3.60000","75.08382","248.63097","0.00117","0.00080","24.86310","-0.00010"
"3.70000","75.08716","254.61609","0.00121","0.00082","25.46161","-0.00011"
"3.80000","75.09039","260.64548","0.00124","0.00083","26.06455","-0.00007"
"3.90000","75.09359","266.43054","0.00127","0.00086","26.64305","-0.00007"
"4.00000","75.09697","272.62952","0.00131","0.00086","27.26295","-0.00006"
"4.10000","75.10030","278.42746","0.00134","0.00087","27.84275","-0.00007"
"4.20000","75.10357","284.30139","0.00137","0.00088","28.43014","-0.00009"
"4.30000","75.10703","290.53134","0.00141","0.00089","29.05313","-0.00009"
"4.40000","75.11044","296.68698","0.00144","0.00092","29.66870","-0.00014"
"4.50000","75.11362","302.12604","0.00147","0.00093","30.21260","-0.00017"
"4.60000","75.11694","307.97076","0.00151","0.00096","30.79708","-0.00017"
"4.70000","75.12020","313.53717","0.00154","0.00099","31.35372","-0.00017"
"4.80000","75.12363","319.36423","0.00157","0.00103","31.93642","-0.00024"
"4.90000","75.12695","325.07135","0.00161","0.00104","32.50713","-0.00028"
"5.00000","75.13039","330.84448","0.00164","0.00107","33.08445","-0.00028"
"5.10000","75.13375","336.42981","0.00167","0.00111","33.64298","-0.00035"
"5.20000","75.13692","341.45779","0.00170","0.00113","34.14578","-0.00038"
