Test : Rate 1,"1.50000",mm/min
Test : Rate 2,"-5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"80.50000","2.01252","2.93566"
"80.60000","2.01507","2.92963"
"80.70000","2.01750","2.91107"
"80.80000","2.02000","2.90594"
"80.90000","2.02260","2.93084"
"81.00000","2.02510","2.92042"
"81.10000","2.02759","2.89281"
"81.20000","2.03003","2.89111"
"81.30000","2.03258","2.89582"
"81.40000","2.03518","2.94444"
"81.50000","2.03756","2.91630"
"81.60000","2.04011","2.91795"
"81.70000","2.04255","2.93242"
"81.80000","2.04504","2.95654"
"81.90000","2.04765","2.94424"
"82.00000","2.04997","2.92821"
"82.10000","2.05247","2.95707"
"82.20000","2.05513","2.98604"
"82.30000","2.05757","2.94687"
"82.40000","2.06000","3.01245"
"82.50000","2.06255","2.94969"
"82.60000","2.06505","3.03723"
"82.70000","2.06760","2.98476"
"82.80000","2.07015","2.96712"
"82.90000","2.07247","2.96896"
"83.00000","2.07508","2.99999"
"83.10000","2.07768","2.98120"
"83.20000","2.08006","2.99299"
"83.30000","2.08250","3.00797"
"83.40000","2.08505","2.99071"
"83.50000","2.08749","2.97278"
"83.60000","2.09021","3.02967"
"83.70000","2.09253","3.00503"
"83.80000","2.09502","2.95276"
"83.90000","2.09763","3.02421"
"84.00000","2.10012","3.06558"
"84.10000","2.10262","3.03168"
"84.20000","2.10505","2.99765"
"84.30000","2.10749","3.02247"
"84.40000","2.11010","3.03345"
"84.50000","2.11265","3.03397"
"84.60000","2.11497","3.03463"
"84.70000","2.11752","3.04032"
"84.80000","2.12007","3.07654"
"84.90000","2.12262","3.05083"
"85.00000","2.12506","3.03299"
"85.10000","2.12749","3.03264"
"85.20000","2.13010","3.03149"
"85.30000","2.13265","3.07020"
"85.40000","2.13503","3.05972"
"85.50000","2.13747","3.05954"
"85.60000","2.14002","3.06141"
"85.70000","2.14251","3.02309"
"85.80000","2.14506","3.08893"
"85.90000","2.14761","3.06033"
"86.00000","2.14999","3.06689"
"86.10000","2.15254","3.02368"
"86.20000","2.15509","3.10064"
"86.30000","2.15758","3.08296"
"86.40000","2.16002","3.06711"
"86.50000","2.16257","3.05394"
"86.60000","2.16506","3.10289"
"86.70000","2.16767","3.09228"
"86.80000","2.16999","3.07417"
"86.90000","2.17254","3.07592"
"87.00000","2.17509","3.08035"
"87.10000","2.17759","3.09020"
"87.20000","2.18002","3.11035"
"87.30000","2.18252","3.13313"
"87.40000","2.18501","3.07820"
"87.50000","2.18756","3.09725"
"87.60000","2.19011","3.10722"
"87.70000","2.19260","3.11259"
"87.80000","2.19504","3.11907"
"87.90000","2.19759","3.09985"
"88.00000","2.20003","3.14014"
"88.10000","2.20258","3.17120"
"88.20000","2.20507","3.11388"
"88.30000","2.20756","3.16105"
"88.40000","2.21011","3.09849"
"88.50000","2.21249","3.13025"
"88.60000","2.21504","3.10417"
"88.70000","2.21759","3.17582"
"88.80000","2.22009","3.17896"
"88.90000","2.22252","3.13497"
"89.00000","2.22502","3.13990"
"89.10000","2.22751","3.20944"
"89.20000","2.23012","3.12659"
"89.30000","2.23261","3.17945"
"89.40000","2.23505","3.15707"
"89.50000","2.23760","3.18015"
"89.60000","2.24009","3.15918"
"89.70000","2.24258","3.17797"
"89.80000","2.24496","3.16676"
"89.90000","2.24757","3.22008"
"90.00000","2.25012","3.17558"
"90.10000","2.25256","3.16961"
"90.20000","2.25505","3.19978"
"90.30000","2.25749","3.17549"
"90.40000","2.26009","3.20906"
"90.50000","2.26264","3.17634"
"90.60000","2.26508","3.21279"
"90.70000","2.26757","3.18113"
"90.80000","2.27007","3.24585"
"90.90000","2.27262","3.21027"
"91.00000","2.27505","3.21679"
"91.10000","2.27749","3.25902"
"91.20000","2.28010","3.26513"
"91.30000","2.28259","3.22817"
"91.40000","2.28508","3.20977"
"91.50000","2.28752","3.23770"
"91.60000","2.29001","3.24469"
"91.70000","2.29251","3.22370"
"91.80000","2.29511","3.23720"
"91.90000","2.29761","3.21625"
"92.00000","2.29999","3.26720"
"92.10000","2.30259","3.23987"
"92.20000","2.30520","3.24639"
"92.30000","2.30758","3.26064"
"92.40000","2.30996","3.26619"
"92.50000","2.31257","3.25995"
"92.60000","2.31506","3.27237"
"92.70000","2.31767","3.27895"
"92.80000","2.31999","3.25883"
"92.90000","2.32254","3.27522"
"93.00000","2.32503","3.27004"
"93.10000","2.32764","3.28074"
"93.20000","2.33008","3.28993"
"93.30000","2.33257","3.30200"
"93.40000","2.33501","3.28450"
"93.50000","2.33761","3.31991"
"93.60000","2.34011","3.31282"
"93.70000","2.34243","3.28458"
"93.80000","2.34509","3.28292"
"93.90000","2.34759","3.28608"
"94.00000","2.35014","3.28507"
"94.10000","2.35257","3.31141"
"94.20000","2.35501","3.32988"
"94.30000","2.35750","3.30924"
"94.40000","2.36017","3.31005"
"94.50000","2.36255","3.28320"
"94.60000","2.36504","3.31485"
"94.70000","2.36759","3.28340"
"94.80000","2.37003","3.29630"
"94.90000","2.37263","3.31525"
"95.00000","2.37507","3.32143"
"95.10000","2.37751","3.36008"
"95.20000","2.38006","3.30643"
"95.30000","2.38261","3.30599"
"95.40000","2.38504","3.30793"
"95.50000","2.38754","3.32461"
"95.60000","2.38997","3.34474"
"95.70000","2.39252","3.38010"
"95.80000","2.39513","3.36272"
"95.90000","2.39745","3.34597"
"96.00000","2.40006","3.34444"
"96.10000","2.40267","3.33024"
"96.20000","2.40510","3.36980"
"96.30000","2.40748","3.39573"
"96.40000","2.41009","3.35758"
"96.50000","2.41253","3.35477"
"96.60000","2.41508","3.39810"
"96.70000","2.41757","3.37921"
"96.80000","2.42006","3.38119"
"96.90000","2.42250","3.39300"
"97.00000","2.42505","3.37364"
"97.10000","2.42754","3.45094"
"97.20000","2.43009","3.40667"
"97.30000","2.43259","3.41122"
"97.40000","2.43514","3.41109"
"97.50000","2.43757","3.41787"
"97.60000","2.44001","3.44217"
"97.70000","2.44256","3.40917"
"97.80000","2.44505","3.43512"
"97.90000","2.44755","3.40766"
"98.00000","2.44998","3.41126"
"98.10000","2.45253","3.37644"
"98.20000","2.45497","3.43838"
"98.30000","2.45758","3.42336"
"98.40000","2.46007","3.44160"
"98.50000","2.46251","3.42579"
"98.60000","2.46506","3.46221"
"98.70000","2.46761","3.46881"
"98.80000","2.47004","3.43393"
"98.90000","2.47254","3.44156"
"99.00000","2.47514","3.47800"
"99.10000","2.47764","3.47433"
"99.20000","2.48013","3.43794"
"99.30000","2.48251","3.46600"
"99.40000","2.48500","3.47536"
"99.50000","2.48761","3.47657"
"99.60000","2.49010","3.48311"
"99.70000","2.49260","3.50111"
"99.80000","2.49503","3.44391"
"99.90000","2.49758","3.44348"
"99.99600","2.50002","3.48856"
"99.99800","2.50008","3.48638"
"100.09800","2.49588","3.47524"
"100.19800","2.48381","3.42071"
"100.29800","2.47509","3.38486"
"100.39800","2.46670","3.35835"
"100.49800","2.45837","3.38051"
"100.59800","2.44998","3.35302"
"100.69800","2.44171","3.38396"
"100.79800","2.43338","3.34214"
"100.89800","2.42494","3.32769"
"100.99800","2.41672","3.32396"
"101.09800","2.40828","3.28913"
"101.19800","2.40006","3.32514"
"101.29800","2.39173","3.26060"
"101.39800","2.38340","3.27326"
"101.49800","2.37496","3.25521"
"101.59800","2.36663","3.22559"
"101.69800","2.35830","3.26562"
"101.79800","2.34991","3.20474"
"101.89800","2.34158","3.21281"
"101.99800","2.33331","3.19481"
"102.09800","2.32503","3.19547"
"102.19800","2.31670","3.16542"
"102.29800","2.30826","3.15042"
"102.39800","2.29987","3.17234"
"102.49800","2.29154","3.13966"
"102.59800","2.28333","3.14512"
"102.69800","2.27500","3.09991"
"102.79800","2.26661","3.09102"
"102.89800","2.25822","3.07791"
"102.99800","2.25006","3.06145"
"103.09800","2.24168","3.05389"
"103.19800","2.23329","3.06924"
"103.29800","2.22490","2.99123"
"103.39800","2.21663","3.00377"
"103.49800","2.20836","2.99923"
"103.59800","2.19991","2.98032"
"103.69800","2.19170","2.98713"
"103.79800","2.18331","2.99283"
"103.89800","2.17504","2.91638"
"103.99800","2.16671","2.94743"
"104.09800","2.15826","2.91231"
"104.19800","2.14999","2.90056"
"104.29800","2.14160","2.87385"
"104.39800","2.13333","2.82675"
"104.49800","2.12489","2.88503"
"104.59800","2.11667","2.88975"
"104.69800","2.10828","2.88642"
"104.79800","2.10001","2.84470"
"104.89800","2.09162","2.84082"
"104.99800","2.08318","2.80366"
"105.09800","2.07491","2.80235"
"105.19800","2.06663","2.78424"
"105.29800","2.05830","2.77011"
"105.39800","2.04992","2.78578"
"105.49800","2.04159","2.75318"
"105.59800","2.03331","2.71094"
"105.69800","2.02493","2.73003"
"105.79800","2.01654","2.69417"
"105.89800","2.00832","2.69806"
"105.99800","1.99999","2.64594"
"106.09800","1.99166","2.66941"
"106.19800","1.98339","2.63860"
"106.29800","1.97489","2.63878"
"106.39800","1.96662","2.60786"
"106.49800","1.95834","2.63037"
"106.59800","1.95007","2.64929"
"106.69800","1.94168","2.63716"
"106.79800","1.93324","2.59186"
"106.89800","1.92497","2.58782"
"106.99800","1.91664","2.55723"
"107.09800","1.90831","2.53986"
"107.19800","1.89986","2.56141"
"107.29800","1.89165","2.54578"
"107.39800","1.88343","2.52575"
"107.49800","1.87499","2.49393"
"107.59800","1.86660","2.48704"
"107.69800","1.85816","2.47518"
"107.79800","1.84994","2.44089"
"107.89800","1.84167","2.46067"
"107.99800","1.83334","2.43985"
"108.09800","1.82501","2.45185"
"108.19800","1.81668","2.41648"
"108.29800","1.80829","2.41832"
"108.39800","1.79990","2.40279"
"108.49800","1.79157","2.38787"
"108.59800","1.78319","2.33103"
"108.69800","1.77503","2.35468"
"108.79800","1.76670","2.36404"
"108.89800","1.75842","2.36414"
"108.99800","1.74992","2.32089"
"109.09800","1.74159","2.32917"
"109.19800","1.73326","2.29147"
"109.29800","1.72493","2.33008"
"109.39800","1.71666","2.27954"
"109.49800","1.70827","2.26086"
"109.59800","1.70006","2.26561"
"109.69800","1.69167","2.24519"
"109.79800","1.68328","2.20383"
"109.89800","1.67490","2.20438"
"109.99800","1.66668","2.20129"
"110.09800","1.65835","2.20535"
"110.19800","1.65002","2.18988"
"110.29800","1.64158","2.17087"
"110.39800","1.63325","2.14843"
"110.49800","1.62497","2.15900"
"110.59800","1.61659","2.14136"
"110.69800","1.60831","2.13230"
"110.79800","1.59998","2.09696"
"110.89800","1.59165","2.12052"
"110.99800","1.58327","2.08806"
"111.09800","1.57494","2.06937"
"111.19800","1.56661","2.05983"
"111.29800","1.55828","2.07050"
"111.39800","1.55006","2.05550"
"111.49800","1.54167","2.03214"
"111.59800","1.53334","2.04773"
"111.69800","1.52496","2.03032"
"111.79800","1.51668","1.99092"
"111.89800","1.50830","1.96597"
"111.99800","1.49991","1.97910"
"112.09800","1.49164","1.96992"
"112.19800","1.48336","1.95092"
"112.29800","1.47503","1.92413"
"112.39800","1.46665","1.93514"
"112.49800","1.45826","1.92437"
"112.59800","1.44993","1.88958"
"112.69800","1.44166","1.86858"
"112.79800","1.43333","1.87426"
"112.89800","1.42494","1.84303"
"112.99800","1.41661","1.81035"
"113.09800","1.40828","1.82642"
"113.19800","1.39995","1.85944"
"113.29800","1.39151","1.85566"
"113.39800","1.38323","1.80446"
"113.49800","1.37502","1.79068"
"113.59800","1.36663","1.79592"
"113.69800","1.35830","1.79855"
"113.79800","1.34986","1.76223"
"113.89800","1.34164","1.73415"
"113.99800","1.33331","1.74090"
"114.09800","1.32504","1.73729"
"114.19800","1.31665","1.68862"
"114.29800","1.30832","1.69044"
"114.39800","1.30005","1.68157"
"114.49800","1.29160","1.67916"
"114.59800","1.28322","1.64276"
"114.69800","1.27483","1.68104"
"114.79800","1.26667","1.66617"
"114.89800","1.25845","1.62472"
"114.99800","1.25007","1.60332"
"115.09800","1.24162","1.63798"
"115.19800","1.23324","1.61563"
"115.29800","1.22491","1.58115"
"115.39800","1.21658","1.55865"
"115.49800","1.20830","1.55979"
"115.59800","1.19997","1.52332"
"115.69800","1.19170","1.52037"
"115.79800","1.18331","1.49855"
"115.89800","1.17493","1.52400"
"115.99800","1.16654","1.50230"
"116.09800","1.15821","1.50378"
"116.19800","1.14999","1.46269"
"116.29800","1.14161","1.47393"
"116.39800","1.13333","1.44037"
"116.49800","1.12495","1.45864"
"116.59800","1.11673","1.41251"
"116.69800","1.10829","1.43618"
"116.79800","1.09996","1.40710"
"116.89800","1.09163","1.41853"
"116.99800","1.08335","1.38878"
"117.09800","1.07508","1.36875"
"117.19800","1.06658","1.35180"
"117.29800","1.05831","1.33321"
"117.39800","1.04992","1.35729"
"117.49800","1.04170","1.31732"
"117.59800","1.03332","1.34449"
"117.69800","1.02499","1.27277"
"117.79800","1.01666","1.31185"
"117.89800","1.00833","1.26719"
"117.99800","1.00000","1.26668"
"118.09800","0.99155","1.28769"
"118.19800","0.98334","1.24935"
"118.29800","0.97501","1.23296"
"118.39800","0.96668","1.24693"
"118.49800","0.95829","1.18891"
"118.59800","0.94985","1.19247"
"118.69800","0.94157","1.21681"
"118.79800","0.93330","1.20216"
"118.89800","0.92497","1.15423"
"118.99800","0.91658","1.15101"
"119.09800","0.90820","1.14479"
"119.19800","0.89992","1.10767"
"119.29800","0.89165","1.08232"
"119.39800","0.88321","1.10252"
"119.49800","0.87493","1.08385"
"119.59800","0.86666","1.05805"
"119.69800","0.85833","1.11058"
"119.79800","0.85000","1.06738"
"119.89800","0.84156","1.03742"
"119.99800","0.83328","1.06617"
"120.09800","0.82501","1.01380"
"120.19800","0.81674","1.02874"
"120.29800","0.80829","0.98612"
"120.39800","0.79996","1.00879"
"120.49800","0.79163","1.01355"
"120.59800","0.78325","0.93003"
"120.69800","0.77492","0.97107"
"120.79800","0.76653","0.95389"
"120.89800","0.75837","0.93695"
"120.99800","0.75004","0.92589"
"121.09800","0.74165","0.92598"
"121.19800","0.73327","0.90663"
"121.29800","0.72482","0.91865"
"121.39800","0.71661","0.86175"
"121.49800","0.70833","0.87110"
"121.59800","0.70006","0.86754"
"121.69800","0.69162","0.86315"
"121.79800","0.68329","0.85954"
"121.89800","0.67501","0.83601"
"121.99800","0.66657","0.83036"
"122.09800","0.65818","0.82515"
"122.19800","0.64991","0.79664"
"122.29800","0.64175","0.81953"
"122.39800","0.63342","0.79011"
"122.49800","0.62503","0.80231"
"122.59800","0.61648","0.80507"
"122.69800","0.60826","0.76039"
"122.79800","0.59987","0.75544"
"122.89800","0.59160","0.73504"
"122.99800","0.58333","0.71077"
"123.09800","0.57494","0.71715"
"123.19800","0.56667","0.65824"
"123.29800","0.55822","0.66017"
"123.39800","0.55001","0.67193"
"123.49800","0.54151","0.67872"
"123.59800","0.53329","0.64337"
"123.69800","0.52502","0.62636"
"123.79800","0.51657","0.63261"
"123.89800","0.50830","0.64468"
"123.99800","0.49991","0.60386"
"124.09800","0.49170","0.60818"
"124.19800","0.48325","0.58885"
"124.29800","0.47492","0.63059"
"124.39800","0.46665","0.59723"
"124.49800","0.45838","0.58924"
"124.59800","0.44999","0.55599"
"124.69800","0.44160","0.56162"
"124.79800","0.43316","0.51008"
"124.89800","0.42500","0.53823"
"124.99800","0.41673","0.52587"
"125.09800","0.40828","0.50522"
"125.19800","0.39995","0.46991"
"125.29800","0.39162","0.46052"
"125.39800","0.38346","0.44906"
"125.49800","0.37502","0.44722"
"125.59800","0.36658","0.47369"
"125.69800","0.35830","0.47636"
"125.79800","0.35003","0.46660"
"125.89800","0.34164","0.39372"
"125.99800","0.33326","0.41650"
"126.09800","0.32487","0.37981"
"126.19800","0.31660","0.40159"
"126.29800","0.30832","0.37249"
"126.39800","0.29999","0.40554"
"126.49800","0.29161","0.36760"
"126.59800","0.28322","0.35932"
"126.69800","0.27495","0.34543"
"126.79800","0.26667","0.35386"
"126.89800","0.25829","0.31222"
"126.99800","0.25001","0.34586"
"127.09800","0.24163","0.27024"
"127.19800","0.23330","0.27640"
"127.29800","0.22497","0.27279"
"127.39800","0.21647","0.28584"
"127.49800","0.20825","0.25111"
"127.59800","0.19998","0.25751"
"127.69800","0.19170","0.26392"
"127.79800","0.18332","0.28048"
"127.89800","0.17499","0.18949"
"127.99800","0.16666","0.22166"
"128.09800","0.15821","0.19625"
"128.19800","0.14994","0.18292"
"128.29800","0.14155","0.16781"
"128.39800","0.13334","0.15434"
"128.49800","0.12506","0.18420"
"128.59800","0.11673","0.18385"
"128.69800","0.10829","0.16713"
"128.79800","0.09996","0.15486"
"128.89800","0.09157","0.11392"
"128.99800","0.08324","0.11954"
"129.09800","0.07503","0.11739"
"129.19800","0.06664","0.10189"
"129.29800","0.05837","0.06198"
"129.39800","0.04998","0.09165"
"129.49800","0.04159","0.04037"
"129.59800","0.03315","0.08526"
"129.69800","0.02488","0.06738"
"129.79800","0.01666","0.04065"
"129.89800","0.00833","0.02208"
"129.99800","0.00000","0.04869"
"130.09800","-0.00844","0.07674"
"130.19800","-0.01666","0.04476"
"130.29800","-0.02505","0.01030"
"130.39800","-0.03343","0.07069"
"130.49800","-0.04171","0.04209"
"130.59800","-0.04998","0.01820"
"130.69800","-0.05825","0.03712"
"130.79800","-0.06675","0.01995"
"130.89800","-0.07497","0.05352"
"130.99800","-0.08336","0.06537"
"131.09800","-0.09163","0.03968"
"131.19800","-0.10002","0.05017"
"131.29800","-0.10840","0.05923"
"131.39800","-0.11668","0.01696"
"131.49800","-0.12501","0.04285"
"131.59800","-0.13334","0.07746"
"131.69800","-0.14178","0.06208"
"131.79800","-0.15005","0.06002"
"131.89800","-0.15838","0.06494"
"131.99800","-0.16666","0.03592"
"132.09800","-0.17504","0.06090"
"132.19800","-0.18343","0.07917"
"132.29800","-0.19182","0.01397"
"132.39800","-0.20003","0.06819"
"132.49800","-0.20836","0.00919"
"132.59800","-0.21675","0.07488"
"132.69800","-0.22508","0.09841"
"132.79800","-0.23341","0.04124"
"132.89800","-0.24163","0.03924"
"132.99800","-0.25013","0.03321"
"133.09800","-0.25840","0.06244"
"133.19800","-0.26673","0.04886"
"133.29800","-0.27500","0.05345"
"133.39800","-0.28333","0.03297"
"133.49800","-0.29178","0.05436"
"133.59800","-0.29999","0.07434"
"133.69800","-0.30838","0.04607"
"133.79800","-0.31665","0.04906"
"133.89800","-0.32498","0.06890"
"133.99800","-0.33343","0.02426"
"134.09800","-0.34176","0.06507"
"134.11200","-0.34295","0.07693"
