Time,Extension,Load,Tensile strain (Extension),Axial Video,Tensile stress,Transverse Video
(s),(mm),(N),(mm/mm),(mm/mm),(MPa),(mm/mm)
"0.00000","0.00000","-0.43930","0.00000","0.00001","-0.04393","-0.00005"
"0.10000","0.00079","2.28405","0.00001","0.00001","0.22841","-0.00001"
"0.20000","0.00178","7.09371","0.00002","0.00001","0.70937","-0.00001"
"0.30000","0.00714","33.39424","0.00007","0.00002","3.33942","-0.00003"
"0.40000","0.01054","49.51331","0.00011","0.00004","4.95133","-0.00005"
"0.50000","0.01400","65.40074","0.00014","0.00011","6.54007","-0.00005"
"0.60000","0.01731","79.86638","0.00017","0.00013","7.98664","-0.00002"
"0.70000","0.02060","93.35413","0.00021","0.00015","9.33541","-0.00002"
"0.80000","0.02391","106.17488","0.00024","0.00016","10.61749","-0.00005"
"0.90000","0.02742","120.12763","0.00027","0.00017","12.01276","-0.00005"
"1.00000","0.03068","131.50816","0.00031","0.00018","13.15082","-0.00010"
"1.10000","0.03386","141.87090","0.00034","0.00018","14.18709","-0.00014"
"1.20000","0.03735","156.13295","0.00037","0.00018","15.61329","-0.00016"
"1.30000","0.04068","170.28693","0.00041","0.00019","17.02869","-0.00015"
"1.40000","0.04393","183.98416","0.00044","0.00020","18.39842","-0.00015"
"1.50000","0.04726","197.99199","0.00047","0.00022","19.79920","-0.00015"
"1.60000","0.05070","212.62819","0.00051","0.00024","21.26282","-0.00015"
"1.70000","0.05397","225.95038","0.00054","0.00026","22.59504","-0.00018"
"1.80000","0.05726","239.73021","0.00057","0.00028","23.97302","-0.00021"
"1.90000","0.06078","254.17221","0.00061","0.00030","25.41722","-0.00021"
"2.00000","0.06411","267.69125","0.00064","0.00033","26.76912","-0.00021"
"2.10000","0.06732","280.62381","0.00067","0.00034","28.06238","-0.00017"
"2.20000","0.07062","293.64706","0.00071","0.00037","29.36471","-0.00015"
"2.30000","0.07396","306.88348","0.00074","0.00039","30.68835","-0.00015"
"2.40000","0.07730","320.10284","0.00077","0.00041","32.01028","-0.00016"
"2.50000","0.08053","332.64871","0.00081","0.00043","33.26487","-0.00019"
"2.60000","0.08408","346.70654","0.00084","0.00044","34.67065","-0.00020"
"2.70000","0.08747","359.99207","0.00087","0.00046","35.99921","-0.00021"
"2.80000","0.09059","371.69318","0.00091","0.00048","37.16932","-0.00020"
"2.90000","0.09391","384.31183","0.00094","0.00049","38.43118","-0.00015"
"3.00000","0.09728","397.15250","0.00097","0.00052","39.71525","-0.00020"
"3.10000","0.10061","409.66476","0.00101","0.00054","40.96648","-0.00020"
"3.20000","0.10392","422.08972","0.00104","0.00056","42.20897","-0.00021"
