Time,Extension,Load,Tensile strain (Extension),Tensile stress,Strain-by-clip-gage
(s),(mm),(N),(mm/mm),(MPa),(mm/mm)
"0.00000","0.00000","-0.44981","0.00000","-0.04498","0.00000"
"0.10000","0.00086","2.13746","0.00001","0.21375","0.00000"
"0.20000","0.00234","7.48475","0.00002","0.74848","0.00002"
"0.30000","0.00713","25.17953","0.00007","2.51795","0.00001"
"0.40000","0.01059","37.00938","0.00011","3.70094","-0.00002"
"0.50000","0.01400","48.35486","0.00014","4.83549","0.00001"
"0.60000","0.01742","59.39944","0.00017","5.93994","-0.00002"
"0.70000","0.02067","69.31816","0.00021","6.93182","0.00002"
"0.80000","0.02421","79.35910","0.00024","7.93591","0.00000"
"0.90000","0.02755","87.83384","0.00028","8.78338","0.00000"
"1.00000","0.03076","95.53436","0.00031","9.55344","0.00000"
"1.10000","0.03403","104.06638","0.00034","10.40664","-0.00001"
"1.20000","0.03740","113.12749","0.00037","11.31275","0.00001"
"1.30000","0.04071","121.92358","0.00041","12.19236","-0.00002"
"1.40000","0.04404","130.86835","0.00044","13.08683","0.00002"
"1.50000","0.04741","139.92761","0.00047","13.99276","-0.00002"
"1.60000","0.05081","148.92250","0.00051","14.89225","0.00001"
"1.70000","0.05401","157.45288","0.00054","15.74529","0.00000"
"1.80000","0.05732","166.34534","0.00057","16.63453","-0.00001"
"1.90000","0.06077","175.48305","0.00061","17.54831","0.00000"
"2.00000","0.06405","184.04922","0.00064","18.40492","0.00000"
"2.10000","0.06741","192.80116","0.00067","19.28012","0.00000"
"2.20000","0.07076","201.46831","0.00071","20.14683","0.00000"
"2.30000","0.07409","210.10715","0.00074","21.01072","0.00000"
"2.40000","0.07737","218.35892","0.00077","21.83589","-0.00001"
"2.50000","0.08085","227.17319","0.00081","22.71732","0.00001"
"2.60000","0.08419","235.56033","0.00084","23.55603","-0.00001"
"2.70000","0.08742","243.61388","0.00087","24.36139","0.00000"
"2.80000","0.09080","251.87489","0.00091","25.18749","0.00000"
"2.90000","0.09402","259.76535","0.00094","25.97654","0.00000"
"3.00000","0.09746","268.25974","0.00097","26.82597","0.00000"
"3.10000","0.10067","275.97931","0.00101","27.59793","0.00000"
"3.20000","0.10416","284.57254","0.00104","28.45725","0.00000"
"3.30000","0.10748","292.47653","0.00107","29.24765","0.00000"
"3.40000","0.11073","300.12903","0.00111","30.01290","0.00000"
"3.50000","0.11412","308.33243","0.00114","30.83324","0.00000"
"3.60000","0.11736","315.72504","0.00117","31.57250","0.00000"
"3.70000","0.12069","323.57486","0.00121","32.35749","0.00000"
"3.80000","0.12404","331.29480","0.00124","33.12948","0.00000"
"3.90000","0.12752","339.56940","0.00128","33.95694","0.00000"
"4.00000","0.13080","346.93872","0.00131","34.69387","0.00000"
"4.10000","0.13401","354.10675","0.00134","35.41068","-0.00001"
"4.20000","0.13746","362.09894","0.00137","36.20989","0.00000"
"4.30000","0.14077","369.54483","0.00141","36.95448","0.00000"
"4.40000","0.14406","376.78964","0.00144","37.67896","0.00000"
"4.50000","0.14740","384.18295","0.00147","38.41830","0.00000"
"4.60000","0.15090","392.11804","0.00151","39.21180","0.00000"
"4.70000","0.15415","399.25156","0.00154","39.92516","0.00001"
"4.80000","0.15738","406.21436","0.00157","40.62144","0.00000"
"4.90000","0.16077","413.63071","0.00161","41.36307","0.00000"
"5.00000","0.16411","420.78491","0.00164","42.07849","0.00000"
"5.10000","0.16735","427.76111","0.00167","42.77611","0.00000"
"5.20000","0.17072","435.05075","0.00171","43.50507","0.00000"
"5.30000","0.17416","442.68207","0.00174","44.26821","0.00000"
"5.40000","0.17741","449.23743","0.00177","44.92374","0.00000"
"5.50000","0.18061","456.04907","0.00181","45.60491","0.00000"
"5.60000","0.18419","463.90881","0.00184","46.39088","0.00000"
"5.70000","0.18743","470.54758","0.00187","47.05476","0.00000"
"5.80000","0.19068","477.14218","0.00191","47.71422","0.00000"
"5.90000","0.19406","484.47348","0.00194","48.44735","0.00000"
"6.00000","0.19742","491.28101","0.00197","49.12810","0.00000"
"6.10000","0.20073","498.16367","0.00201","49.81637","-0.00001"
"6.20000","0.20406","505.10104","0.00204","50.51011","0.00000"
"6.30000","0.20756","512.37128","0.00208","51.23713","0.00000"
"6.40000","0.21097","519.48016","0.00211","51.94802","-0.00001"
"6.50000","0.21404","525.12073","0.00214","52.51207","0.00000"
"6.60000","0.21747","532.35339","0.00217","53.23534","0.00000"
"6.70000","0.22067","538.42694","0.00221","53.84269","0.00000"
"6.80000","0.22402","545.24255","0.00224","54.52425","0.00000"
"6.90000","0.22730","551.68408","0.00227","55.16841","0.00000"
"7.00000","0.23080","558.87402","0.00231","55.88740","0.00000"
"7.10000","0.23426","565.92053","0.00234","56.59205","-0.00001"
"7.20000","0.23730","571.47870","0.00237","57.14787","0.00000"
"7.30000","0.24069","578.29309","0.00241","57.82931","0.00000"
"7.40000","0.24413","585.02045","0.00244","58.50204","0.00000"
"7.50000","0.24735","591.11438","0.00247","59.11144","0.00000"
"7.60000","0.25071","597.71185","0.00251","59.77119","-0.00001"
"7.70000","0.25413","604.34045","0.00254","60.43404","0.00000"
"7.80000","0.25755","610.90186","0.00258","61.09019","0.00000"
"7.90000","0.26066","616.40155","0.00261","61.64016","0.00000"
"8.00000","0.26415","623.38635","0.00264","62.33863","0.00000"
"8.10000","0.26752","629.54456","0.00268","62.95446","0.00000"
"8.20000","0.27079","635.54175","0.00271","63.55418","0.00000"
"8.30000","0.27407","641.59802","0.00274","64.15981","0.00000"
"8.40000","0.27748","648.08508","0.00277","64.80851","0.00000"
"8.50000","0.28080","654.04730","0.00281","65.40473","0.00000"
"8.60000","0.28397","659.63629","0.00284","65.96363","0.00000"
"8.70000","0.28746","666.40161","0.00287","66.64016","-0.00001"
"8.80000","0.29082","672.53607","0.00291","67.25361","0.00001"
"8.90000","0.29411","678.37250","0.00294","67.83725","0.00000"
"9.00000","0.29741","684.16736","0.00297","68.41673","0.00000"
"9.10000","0.30069","690.01544","0.00301","69.00154","0.00000"
"9.20000","0.30407","695.93994","0.00304","69.59399","-0.00001"
"9.30000","0.30735","701.79633","0.00307","70.17963","0.00000"
"9.40000","0.31082","707.95392","0.00311","70.79539","0.00000"
"9.50000","0.31419","714.10590","0.00314","71.41059","0.00000"
"9.60000","0.31739","719.53516","0.00317","71.95351","0.00000"
"9.70000","0.32073","725.41254","0.00321","72.54125","0.00000"
"9.80000","0.32409","731.38379","0.00324","73.13838","0.00000"
"9.90000","0.32740","736.91534","0.00327","73.69154","0.00000"
"10.00000","0.33077","742.80731","0.00331","74.28073","0.00000"
"10.10000","0.33420","748.86584","0.00334","74.88658","0.00000"
"10.20000","0.33754","754.46704","0.00338","75.44670","-0.00001"
"10.30000","0.34071","759.50848","0.00341","75.95085","0.00001"
"10.40000","0.34409","765.51770","0.00344","76.55177","0.00000"
"10.50000","0.34740","770.99030","0.00347","77.09903","0.00000"
"10.60000","0.35068","776.51294","0.00351","77.65129","0.00000"
"10.70000","0.35410","782.37177","0.00354","78.23717","0.00000"
"10.80000","0.35747","787.98309","0.00357","78.79831","0.00000"
"10.90000","0.36080","793.58246","0.00361","79.35825","-0.00001"
"11.00000","0.36397","798.51160","0.00364","79.85116","0.00000"
"11.10000","0.36739","804.32941","0.00367","80.43294","0.00000"
"11.20000","0.37078","810.04071","0.00371","81.00407","0.00000"
"11.30000","0.37400","815.08057","0.00374","81.50806","0.00000"
"11.40000","0.37744","820.84790","0.00377","82.08479","0.00000"
"11.50000","0.38081","826.32825","0.00381","82.63283","0.00000"
"11.60000","0.38413","831.57495","0.00384","83.15749","0.00000"
"11.70000","0.38739","836.72076","0.00387","83.67207","-0.00001"
"11.80000","0.39082","842.40662","0.00391","84.24066","0.00001"
"11.90000","0.39423","847.88037","0.00394","84.78804","0.00000"
"12.00000","0.39736","852.56390","0.00397","85.25639","0.00000"
"12.10000","0.40079","858.25299","0.00401","85.82530","0.00000"
"12.20000","0.40406","863.23767","0.00404","86.32377","0.00000"
"12.30000","0.40737","868.42273","0.00407","86.84227","0.00001"
"12.40000","0.41063","873.50085","0.00411","87.35008","-0.00001"
"12.50000","0.41422","879.49316","0.00414","87.94932","0.00001"
"12.60000","0.41752","884.52008","0.00418","88.45201","0.00000"
"12.70000","0.42065","888.99585","0.00421","88.89958","0.00000"
"12.80000","0.42409","894.47705","0.00424","89.44771","0.00000"
"12.90000","0.42735","899.33386","0.00427","89.93339","0.00000"
"13.00000","0.43071","904.45020","0.00431","90.44502","0.00000"
"13.10000","0.43397","909.29083","0.00434","90.92908","0.00000"
"13.20000","0.43756","915.15833","0.00438","91.51583","0.00000"
"13.30000","0.44091","920.18622","0.00441","92.01862","0.00000"
"13.40000","0.44403","924.62592","0.00444","92.46259","0.00000"
"13.50000","0.44746","929.81512","0.00447","92.98151","0.00000"
"13.60000","0.45075","934.67468","0.00451","93.46747","0.00000"
"13.70000","0.45409","939.72144","0.00454","93.97215","0.00000"
"13.80000","0.45735","944.53467","0.00457","94.45347","0.00000"
"13.90000","0.46085","949.97089","0.00461","94.99709","0.00000"
"14.00000","0.46415","954.70001","0.00464","95.47000","0.00000"
"14.10000","0.46732","959.00531","0.00467","95.90053","0.00000"
"14.20000","0.47075","964.31000","0.00471","96.43100","-0.00001"
"14.30000","0.47417","969.31549","0.00474","96.93155","0.00000"
"14.40000","0.47740","973.65100","0.00477","97.36510","0.00000"
"14.50000","0.48071","978.41333","0.00481","97.84133","0.00000"
"14.60000","0.48414","983.40381","0.00484","98.34038","0.00000"
"14.70000","0.48739","987.74072","0.00487","98.77407","0.00000"
"14.80000","0.49063","992.27716","0.00491","99.22771","0.00000"
"14.90000","0.49411","997.31824","0.00494","99.73183","0.00000"
"15.00000","0.49757","1002.39673","0.00498","100.23967","0.00000"
"15.10000","0.50074","1006.44250","0.00501","100.64425","0.00000"
"15.20000","0.50408","1011.03632","0.00504","101.10363","0.00000"
"15.30000","0.50746","1015.65485","0.00507","101.56548","0.00000"
