Time,Extension,Load,Tensile strain (Extension),Axial Video,Tensile stress,Transverse Video
(s),(mm),(N),(mm/mm),(mm/mm),(MPa),(mm/mm)
"0.00000","0.00000","-0.16874","0.00000","-0.00003","-0.01687","0.00000"
"0.10000","0.00072","2.26655","0.00001","-0.00003","0.22666","0.00000"
"0.20000","0.00180","7.06139","0.00002","-0.00003","0.70614","0.00000"
"0.30000","0.00683","29.37618","0.00007","-0.00002","2.93762","0.00000"
"0.40000","0.01045","45.50362","0.00010","0.00001","4.55036","0.00000"
"0.50000","0.01397","61.06648","0.00014","0.00006","6.10665","0.00000"
"0.60000","0.01727","75.53519","0.00017","0.00009","7.55352","-0.00003"
"0.70000","0.02054","89.58879","0.00021","0.00009","8.95888","-0.00004"
"0.80000","0.02402","104.80766","0.00024","0.00013","10.48077","-0.00005"
"0.90000","0.02728","118.81045","0.00027","0.00022","11.88104","-0.00005"
"1.00000","0.03054","132.84407","0.00031","0.00022","13.28441","-0.00007"
"1.10000","0.03391","147.64442","0.00034","0.00023","14.76444","-0.00005"
"1.20000","0.03742","162.52646","0.00037","0.00026","16.25265","-0.00005"
"1.30000","0.04056","175.78951","0.00041","0.00028","17.57895","-0.00005"
"1.40000","0.04389","190.03264","0.00044","0.00030","19.00326","-0.00006"
"1.50000","0.04714","203.71365","0.00047","0.00033","20.37136","-0.00006"
"1.60000","0.05059","218.18718","0.00051","0.00034","21.81872","-0.00005"
"1.70000","0.05383","231.58940","0.00054","0.00037","23.15894","-0.00006"
"1.80000","0.05726","245.78831","0.00057","0.00039","24.57883","-0.00008"
"1.90000","0.06070","259.90350","0.00061","0.00040","25.99035","-0.00008"
"2.00000","0.06390","272.89233","0.00064","0.00042","27.28923","-0.00005"
"2.10000","0.06725","286.50302","0.00067","0.00044","28.65030","-0.00010"
"2.20000","0.07054","299.40125","0.00071","0.00046","29.94012","-0.00010"
"2.30000","0.07387","312.72357","0.00074","0.00048","31.27236","-0.00010"
"2.40000","0.07720","325.83789","0.00077","0.00049","32.58379","-0.00010"
"2.50000","0.08070","339.59143","0.00081","0.00051","33.95914","-0.00014"
"2.60000","0.08402","352.51736","0.00084","0.00052","35.25174","-0.00014"
"2.70000","0.08719","364.79697","0.00087","0.00055","36.47970","-0.00015"
"2.80000","0.09067","378.30240","0.00091","0.00056","37.83024","-0.00014"
"2.90000","0.09385","390.37961","0.00094","0.00057","39.03796","-0.00014"
"3.00000","0.09728","403.44992","0.00097","0.00059","40.34499","-0.00012"
"3.10000","0.10050","415.53751","0.00101","0.00059","41.55375","-0.00007"
"3.20000","0.10401","428.73416","0.00104","0.00060","42.87342","-0.00005"
"3.30000","0.10724","440.54663","0.00107","0.00061","44.05466","-0.00005"
"3.40000","0.11054","452.54520","0.00111","0.00063","45.25452","0.00000"
"3.50000","0.11398","465.35129","0.00114","0.00064","46.53513","0.00004"
"3.60000","0.11723","476.79520","0.00117","0.00066","47.67952","0.00005"
"3.70000","0.12051","488.59906","0.00121","0.00068","48.85991","0.00007"
"3.80000","0.12385","500.65714","0.00124","0.00069","50.06571","0.00005"
"3.90000","0.12735","513.04126","0.00127","0.00072","51.30413","0.00006"
"4.00000","0.13053","524.01868","0.00131","0.00074","52.40187","0.00010"
"4.10000","0.13381","535.44293","0.00134","0.00076","53.54429","0.00010"
"4.20000","0.13731","547.90723","0.00137","0.00078","54.79072","0.00005"
"4.30000","0.14068","559.48657","0.00141","0.00079","55.94866","0.00005"
"4.40000","0.14392","570.48846","0.00144","0.00081","57.04885","0.00000"
"4.50000","0.14721","581.48083","0.00147","0.00081","58.14808","-0.00001"
"4.60000","0.15073","593.42859","0.00151","0.00083","59.34286","0.00000"
"4.70000","0.15381","603.37006","0.00154","0.00086","60.33701","-0.00005"
"4.80000","0.15724","615.00824","0.00157","0.00087","61.50082","-0.00010"
"4.90000","0.16065","626.23383","0.00161","0.00089","62.62338","-0.00010"
"5.00000","0.16401","637.27252","0.00164","0.00091","63.72725","-0.00010"
"5.10000","0.16716","647.26025","0.00167","0.00092","64.72603","-0.00015"
"5.20000","0.17055","658.31970","0.00171","0.00094","65.83197","-0.00011"
"5.30000","0.17391","669.13049","0.00174","0.00095","66.91305","-0.00012"
"5.40000","0.17716","679.29419","0.00177","0.00097","67.92942","-0.00011"
"5.50000","0.18049","689.95581","0.00180","0.00099","68.99558","-0.00014"
"5.60000","0.18401","701.43610","0.00184","0.00099","70.14361","-0.00010"
"5.70000","0.18733","711.66095","0.00187","0.00100","71.16609","-0.00010"
"5.80000","0.19047","721.09027","0.00190","0.00101","72.10902","-0.00010"
"5.90000","0.19392","732.04297","0.00194","0.00102","73.20430","-0.00010"
"6.00000","0.19726","742.13904","0.00197","0.00103","74.21391","-0.00006"
"6.10000","0.20054","751.91846","0.00201","0.00104","75.19185","-0.00005"
"6.20000","0.20392","762.24359","0.00204","0.00106","76.22436","0.00000"
"6.30000","0.20733","772.32794","0.00207","0.00106","77.23280","0.00000"
"6.40000","0.21076","782.65240","0.00211","0.00107","78.26524","0.00000"
"6.50000","0.21378","790.95483","0.00214","0.00109","79.09548","0.00000"
"6.60000","0.21732","801.99054","0.00217","0.00110","80.19905","0.00005"
"6.70000","0.22057","811.18292","0.00221","0.00111","81.11829","0.00005"
"6.80000","0.22389","820.76501","0.00224","0.00113","82.07650","0.00004"
"6.90000","0.22716","830.15839","0.00227","0.00115","83.01584","0.00005"
"7.00000","0.23060","840.08539","0.00231","0.00117","84.00854","0.00005"
"7.10000","0.23396","849.52887","0.00234","0.00118","84.95289","0.00001"
"7.20000","0.23709","858.14783","0.00237","0.00119","85.81478","0.00000"
"7.30000","0.24062","868.34149","0.00241","0.00120","86.83415","-0.00002"
"7.40000","0.24401","877.88867","0.00244","0.00122","87.78886","-0.00005"
"7.50000","0.24725","886.60962","0.00247","0.00122","88.66096","-0.00005"
"7.60000","0.25050","895.44867","0.00251","0.00124","89.54487","-0.00010"
"7.70000","0.25391","904.84076","0.00254","0.00127","90.48408","-0.00012"
"7.80000","0.25724","913.89978","0.00257","0.00129","91.38998","-0.00010"
"7.90000","0.26048","922.37860","0.00260","0.00131","92.23786","-0.00015"
"8.00000","0.26405","932.41931","0.00264","0.00132","93.24193","-0.00015"
"8.10000","0.26739","941.07324","0.00267","0.00132","94.10732","-0.00015"
"8.20000","0.27063","949.49023","0.00271","0.00135","94.94902","-0.00016"
"8.30000","0.27385","957.63373","0.00274","0.00136","95.76337","-0.00015"
"8.40000","0.27728","966.85040","0.00277","0.00138","96.68504","-0.00015"
"8.50000","0.28050","975.08234","0.00281","0.00139","97.50823","-0.00010"
"8.60000","0.28386","983.88306","0.00284","0.00139","98.38831","-0.00010"
"8.70000","0.28729","992.89062","0.00287","0.00141","99.28906","-0.00010"
"8.80000","0.29068","1001.82220","0.00291","0.00143","100.18222","-0.00010"
"8.90000","0.29390","1009.53094","0.00294","0.00144","100.95309","-0.00005"
"9.00000","0.29719","1017.84729","0.00297","0.00145","101.78473","-0.00001"
"9.10000","0.30053","1026.15637","0.00301","0.00146","102.61564","0.00005"
"9.20000","0.30388","1034.47253","0.00304","0.00147","103.44725","0.00005"
"9.30000","0.30723","1042.86072","0.00307","0.00148","104.28607","0.00007"
"9.40000","0.31062","1051.50317","0.00311","0.00147","105.15031","0.00007"
"9.50000","0.31394","1059.66614","0.00314","0.00148","105.96661","0.00005"
"9.60000","0.31721","1067.49426","0.00317","0.00150","106.74943","0.00006"
"9.70000","0.32059","1075.88904","0.00321","0.00151","107.58891","0.00007"
"9.80000","0.32399","1084.28796","0.00324","0.00153","108.42879","0.00005"
"9.90000","0.32727","1092.00659","0.00327","0.00153","109.20066","0.00001"
