Time,Extension,Load,Tensile strain (Extension),Axial Video,Tensile stress,Transverse Video
(s),(mm),(N),(mm/mm),(mm/mm),(MPa),(mm/mm)
"0.00000","0.00000","-0.44077","0.00000","0.00001","-0.04408","0.00000"
"0.10000","0.00064","1.94898","0.00001","0.00001","0.19490","0.00000"
"0.20000","0.00179","7.64100","0.00002","0.00001","0.76410","0.00002"
"0.30000","0.00683","34.05105","0.00007","0.00002","3.40510","0.00000"
"0.40000","0.01060","53.15013","0.00011","0.00003","5.31501","0.00000"
"0.50000","0.01401","70.48487","0.00014","0.00007","7.04849","0.00000"
"0.60000","0.01706","85.61526","0.00017","0.00011","8.56153","-0.00002"
"0.70000","0.02064","103.17370","0.00021","0.00012","10.31737","-0.00007"
"0.80000","0.02387","118.85344","0.00024","0.00013","11.88534","-0.00007"
"0.90000","0.02713","134.54341","0.00027","0.00017","13.45434","-0.00006"
"1.00000","0.03049","150.52106","0.00030","0.00018","15.05211","-0.00001"
"1.10000","0.03394","166.75185","0.00034","0.00020","16.67518","0.00000"
"1.20000","0.03728","182.12178","0.00037","0.00022","18.21218","0.00000"
"1.30000","0.04039","195.95958","0.00040","0.00024","19.59596","0.00000"
"1.40000","0.04397","212.08818","0.00044","0.00026","21.20882","0.00000"
"1.50000","0.04730","226.69852","0.00047","0.00028","22.66985","0.00000"
"1.60000","0.05050","240.37082","0.00051","0.00030","24.03708","0.00000"
"1.70000","0.05389","254.84970","0.00054","0.00032","25.48497","0.00000"
"1.80000","0.05723","268.91745","0.00057","0.00033","26.89174","-0.00006"
"1.90000","0.06069","283.30429","0.00061","0.00035","28.33043","-0.00007"
"2.00000","0.06374","295.23715","0.00064","0.00037","29.52372","-0.00007"
"2.10000","0.06737","309.89764","0.00067","0.00039","30.98977","-0.00007"
"2.20000","0.07062","322.43588","0.00071","0.00041","32.24359","-0.00010"
"2.30000","0.07389","334.86554","0.00074","0.00043","33.48655","-0.00013"
"2.40000","0.07711","346.66299","0.00077","0.00045","34.66630","-0.00010"
"2.50000","0.08054","359.36716","0.00081","0.00047","35.93671","-0.00012"
"2.60000","0.08387","371.24414","0.00084","0.00049","37.12441","-0.00011"
"2.70000","0.08708","382.39645","0.00087","0.00051","38.23965","-0.00011"
"2.80000","0.09066","395.21829","0.00091","0.00053","39.52183","-0.00006"
"2.90000","0.09400","406.56403","0.00094","0.00055","40.65640","-0.00007"
"3.00000","0.09718","416.75870","0.00097","0.00056","41.67587","-0.00007"
"3.10000","0.10049","427.54257","0.00100","0.00058","42.75426","-0.00007"
"3.20000","0.10391","438.84964","0.00104","0.00060","43.88496","-0.00008"
"3.30000","0.10723","449.12375","0.00107","0.00061","44.91238","-0.00013"
"3.40000","0.11050","459.51181","0.00111","0.00063","45.95118","-0.00013"
"3.50000","0.11402","470.74841","0.00114","0.00065","47.07484","-0.00013"
"3.60000","0.11730","480.62378","0.00117","0.00066","48.06238","-0.00013"
"3.70000","0.12056","490.38171","0.00121","0.00068","49.03817","-0.00010"
"3.80000","0.12384","500.10831","0.00124","0.00069","50.01083","-0.00013"
"3.90000","0.12731","510.74536","0.00127","0.00070","51.07454","-0.00013"
"4.00000","0.13050","519.66522","0.00131","0.00072","51.96652","-0.00013"
"4.10000","0.13388","529.69635","0.00134","0.00073","52.96964","-0.00015"
"4.20000","0.13723","539.35583","0.00137","0.00075","53.93559","-0.00013"
"4.30000","0.14062","549.00604","0.00141","0.00076","54.90060","-0.00013"
"4.40000","0.14384","557.63098","0.00144","0.00078","55.76310","-0.00016"
"4.50000","0.14716","566.97174","0.00147","0.00079","56.69717","-0.00020"
"4.60000","0.15062","576.64404","0.00151","0.00081","57.66441","-0.00020"
"4.70000","0.15387","585.21777","0.00154","0.00082","58.52178","-0.00020"
"4.80000","0.15720","594.43793","0.00157","0.00083","59.44379","-0.00020"
"4.90000","0.16052","603.36957","0.00161","0.00083","60.33696","-0.00020"
"5.00000","0.16385","612.20123","0.00164","0.00084","61.22012","-0.00020"
"5.10000","0.16717","621.15082","0.00167","0.00085","62.11508","-0.00014"
"5.20000","0.17063","630.65546","0.00171","0.00087","63.06554","-0.00014"
"5.30000","0.17402","639.73444","0.00174","0.00088","63.97344","-0.00013"
"5.40000","0.17722","647.69836","0.00177","0.00090","64.76984","-0.00013"
"5.50000","0.18063","656.74963","0.00181","0.00091","65.67496","-0.00020"
"5.60000","0.18383","664.54602","0.00184","0.00093","66.45461","-0.00020"
