Test : Rate 1,"1.50000",mm/min
Test : Rate 2,"-5.00000",mm/min

Time,Extension,Load
(s),(mm),(N)
"80.10000","2.00249","2.50428"
"80.20000","2.00515","2.47169"
"80.30000","2.00753","2.50988"
"80.40000","2.01002","2.56959"
"80.50000","2.01252","2.51736"
"80.60000","2.01501","2.54179"
"80.70000","2.01762","2.49253"
"80.80000","2.02005","2.52505"
"80.90000","2.02243","2.50376"
"81.00000","2.02515","2.53056"
"81.10000","2.02759","2.55405"
"81.20000","2.03003","2.55051"
"81.30000","2.03252","2.55116"
"81.40000","2.03501","2.53282"
"81.50000","2.03751","2.53557"
"81.60000","2.04011","2.57092"
"81.70000","2.04249","2.56722"
"81.80000","2.04499","2.58348"
"81.90000","2.04759","2.54852"
"82.00000","2.05009","2.57561"
"82.10000","2.05252","2.55082"
"82.20000","2.05502","2.50710"
"82.30000","2.05745","2.58601"
"82.40000","2.06012","2.53447"
"82.50000","2.06261","2.56310"
"82.60000","2.06493","2.54458"
"82.70000","2.06760","2.55516"
"82.80000","2.07003","2.58206"
"82.90000","2.07258","2.58817"
"83.00000","2.07502","2.56548"
"83.10000","2.07746","2.57186"
"83.20000","2.08001","2.60114"
"83.30000","2.08261","2.57741"
"83.40000","2.08499","2.59461"
"83.50000","2.08749","2.58400"
"83.60000","2.09004","2.58704"
"83.70000","2.09259","2.60112"
"83.80000","2.09508","2.59998"
"83.90000","2.09746","2.56471"
"84.00000","2.10007","2.62485"
"84.10000","2.10262","2.63299"
"84.20000","2.10505","2.60511"
"84.30000","2.10749","2.60238"
"84.40000","2.10998","2.61554"
"84.50000","2.11248","2.64217"
"84.60000","2.11497","2.61811"
"84.70000","2.11758","2.58794"
"84.80000","2.12001","2.62574"
"84.90000","2.12251","2.63084"
"85.00000","2.12511","2.59336"
"85.10000","2.12761","2.61911"
"85.20000","2.12999","2.61987"
"85.30000","2.13254","2.64671"
"85.40000","2.13503","2.61432"
"85.50000","2.13764","2.62913"
"85.60000","2.14002","2.62802"
"85.70000","2.14245","2.65687"
"85.80000","2.14500","2.62099"
"85.90000","2.14761","2.65130"
"86.00000","2.15005","2.65914"
"86.10000","2.15248","2.65595"
"86.20000","2.15503","2.64972"
"86.30000","2.15753","2.65529"
"86.40000","2.16008","2.68888"
"86.50000","2.16257","2.63744"
"86.60000","2.16501","2.66597"
"86.70000","2.16756","2.66314"
"86.80000","2.16999","2.68192"
"86.90000","2.17249","2.71267"
"87.00000","2.17498","2.68657"
"87.10000","2.17747","2.65672"
"87.20000","2.18014","2.73868"
"87.30000","2.18246","2.68798"
"87.40000","2.18501","2.68986"
"87.50000","2.18756","2.67141"
"87.60000","2.19011","2.67398"
"87.70000","2.19249","2.69110"
"87.80000","2.19504","2.70613"
"87.90000","2.19753","2.70384"
"88.00000","2.20003","2.67908"
"88.10000","2.20258","2.67465"
"88.20000","2.20501","2.72170"
"88.30000","2.20756","2.72538"
"88.40000","2.21006","2.73868"
"88.50000","2.21255","2.73016"
"88.60000","2.21499","2.76150"
"88.70000","2.21748","2.72186"
"88.80000","2.22009","2.76464"
"88.90000","2.22258","2.73952"
"89.00000","2.22502","2.75867"
"89.10000","2.22751","2.76325"
"89.20000","2.23006","2.72221"
"89.30000","2.23261","2.75205"
"89.40000","2.23510","2.71834"
"89.50000","2.23760","2.69261"
"89.60000","2.23998","2.74931"
"89.70000","2.24258","2.76693"
"89.80000","2.24508","2.74082"
"89.90000","2.24746","2.73141"
"90.00000","2.24995","2.72959"
"90.10000","2.25256","2.81145"
"90.20000","2.25511","2.76067"
"90.30000","2.25754","2.76695"
"90.40000","2.26004","2.77753"
"90.50000","2.26253","2.79070"
"90.60000","2.26514","2.79108"
"90.70000","2.26763","2.79194"
"90.80000","2.26995","2.76730"
"90.90000","2.27250","2.81030"
"91.00000","2.27511","2.81669"
"91.10000","2.27755","2.78180"
"91.20000","2.27993","2.82438"
"91.30000","2.28253","2.82299"
"91.40000","2.28497","2.84420"
"91.50000","2.28763","2.80342"
"91.60000","2.29007","2.83610"
"91.70000","2.29245","2.79056"
"91.80000","2.29506","2.79735"
"91.90000","2.29761","2.80558"
"92.00000","2.30004","2.84166"
"92.10000","2.30248","2.80709"
"92.20000","2.30497","2.81458"
"92.30000","2.30758","2.79952"
"92.40000","2.31007","2.81447"
"92.50000","2.31245","2.85775"
"92.60000","2.31500","2.83599"
"92.70000","2.31755","2.80247"
"92.80000","2.32010","2.84961"
"92.90000","2.32254","2.85409"
"93.00000","2.32503","2.87832"
"93.10000","2.32753","2.83695"
"93.20000","2.33008","2.84621"
"93.30000","2.33257","2.86335"
"93.40000","2.33501","2.85143"
"93.50000","2.33756","2.85857"
"93.60000","2.33999","2.85946"
"93.70000","2.34260","2.87861"
"93.80000","2.34509","2.86114"
"93.90000","2.34747","2.86402"
"94.00000","2.35002","2.87379"
"94.10000","2.35252","2.86194"
"94.20000","2.35507","2.88277"
"94.30000","2.35750","2.87990"
"94.40000","2.36000","2.87056"
"94.50000","2.36255","2.89686"
"94.60000","2.36510","2.88497"
"94.70000","2.36742","2.90278"
"94.80000","2.36997","2.89840"
"94.90000","2.37258","2.91750"
"95.00000","2.37507","2.91393"
"95.10000","2.37745","2.88888"
"95.20000","2.38006","2.95715"
"95.30000","2.38255","2.88606"
"95.40000","2.38504","2.89959"
"95.50000","2.38759","2.88941"
"95.60000","2.39009","2.94598"
"95.70000","2.39252","2.92461"
"95.80000","2.39507","2.92989"
"95.90000","2.39751","2.94665"
"96.00000","2.40006","2.91557"
"96.10000","2.40261","2.93315"
"96.20000","2.40505","2.96086"
"96.30000","2.40760","2.96343"
"96.40000","2.40998","2.96751"
"96.50000","2.41253","2.95451"
"96.60000","2.41502","2.93775"
"96.70000","2.41751","2.98767"
"96.80000","2.41995","2.95491"
"96.90000","2.42256","2.98108"
"97.00000","2.42499","2.96835"
"97.10000","2.42760","2.95035"
"97.20000","2.43009","2.95937"
"97.30000","2.43247","2.97397"
"97.40000","2.43502","2.99089"
"97.50000","2.43757","2.97020"
"97.60000","2.44007","3.01449"
"97.70000","2.44245","2.95899"
"97.80000","2.44505","2.97752"
"97.90000","2.44760","2.98695"
"98.00000","2.45010","3.03391"
"98.10000","2.45248","3.00995"
"98.20000","2.45497","2.97824"
"98.30000","2.45763","2.99463"
"98.40000","2.46013","2.99683"
"98.50000","2.46256","3.00673"
"98.60000","2.46506","2.98920"
"98.70000","2.46749","2.99879"
"98.80000","2.47010","3.01369"
"98.90000","2.47259","3.01916"
"99.00000","2.47492","3.01775"
"99.10000","2.47758","3.03507"
"99.20000","2.48007","3.04609"
"99.30000","2.48251","3.03306"
"99.40000","2.48500","3.05631"
"99.50000","2.48744","3.03811"
"99.60000","2.48999","3.01846"
"99.70000","2.49260","3.03029"
"99.80000","2.49503","3.03894"
"99.90000","2.49747","3.07471"
"99.99800","2.50002","3.03436"
"100.00000","2.50008","3.03522"
"100.10000","2.49605","3.03977"
"100.20000","2.48398","3.00601"
"100.30000","2.47509","2.94656"
"100.40000","2.46670","3.00261"
"100.50000","2.45843","2.94482"
"100.60000","2.44998","2.93892"
"100.70000","2.44160","2.95797"
"100.80000","2.43332","2.90524"
"100.90000","2.42505","2.89584"
"101.00000","2.41672","2.86888"
"101.10000","2.40839","2.89532"
"101.20000","2.39995","2.88552"
"101.30000","2.39162","2.85839"
"101.40000","2.38329","2.83837"
"101.50000","2.37501","2.82520"
"101.60000","2.36663","2.82283"
"101.70000","2.35830","2.82560"
"101.80000","2.35002","2.77336"
"101.90000","2.34169","2.78893"
"102.00000","2.33336","2.83010"
"102.10000","2.32486","2.76698"
"102.20000","2.31670","2.79134"
"102.30000","2.30843","2.74537"
"102.40000","2.29999","2.71366"
"102.50000","2.29166","2.71819"
"102.60000","2.28327","2.69278"
"102.70000","2.27505","2.67509"
"102.80000","2.26667","2.73108"
"102.90000","2.25828","2.65270"
"103.00000","2.24995","2.66566"
"103.10000","2.24173","2.62919"
"103.20000","2.23340","2.61476"
"103.30000","2.22496","2.59086"
"103.40000","2.21657","2.58346"
"103.50000","2.20830","2.55367"
"103.60000","2.20008","2.59155"
"103.70000","2.19170","2.57335"
"103.80000","2.18331","2.53070"
"103.90000","2.17492","2.56084"
"104.00000","2.16671","2.55476"
"104.10000","2.15832","2.53897"
"104.20000","2.14993","2.53515"
"104.30000","2.14166","2.50979"
"104.40000","2.13333","2.48800"
"104.50000","2.12506","2.50157"
"104.60000","2.11661","2.47146"
"104.70000","2.10834","2.48220"
"104.80000","2.09995","2.42698"
"104.90000","2.09174","2.42434"
"105.00000","2.08335","2.42643"
"105.10000","2.07496","2.39135"
"105.20000","2.06658","2.38552"
"105.30000","2.05830","2.36042"
"105.40000","2.05003","2.34238"
"105.50000","2.04159","2.34923"
"105.60000","2.03331","2.34154"
"105.70000","2.02510","2.32113"
"105.80000","2.01671","2.31601"
"105.90000","2.00827","2.29160"
"106.00000","1.99988","2.31021"
"106.10000","1.99161","2.31745"
"106.20000","1.98339","2.26028"
"106.30000","1.97512","2.25571"
"106.40000","1.96667","2.22841"
"106.50000","1.95834","2.24194"
"106.60000","1.95001","2.21377"
"106.70000","1.94168","2.22576"
"106.80000","1.93330","2.17421"
"106.90000","1.92491","2.15928"
"107.00000","1.91675","2.17252"
"107.10000","1.90848","2.17148"
"107.20000","1.90003","2.13901"
"107.30000","1.89165","2.17328"
"107.40000","1.88320","2.13832"
"107.50000","1.87499","2.11352"
"107.60000","1.86666","2.09808"
"107.70000","1.85838","2.11304"
"107.80000","1.85000","2.06922"
"107.90000","1.84167","2.07408"
"108.00000","1.83328","2.02716"
"108.10000","1.82495","2.04976"
"108.20000","1.81656","2.05188"
"108.30000","1.80835","2.01064"
"108.40000","1.80007","1.98405"
"108.50000","1.79174","2.02712"
"108.60000","1.78330","1.97622"
"108.70000","1.77491","1.98560"
"108.80000","1.76670","1.94152"
"108.90000","1.75831","1.88183"
"109.00000","1.74998","1.95502"
"109.10000","1.74165","1.92976"
"109.20000","1.73338","1.92107"
"109.30000","1.72510","1.87564"
"109.40000","1.71660","1.90964"
"109.50000","1.70833","1.88292"
"109.60000","1.69994","1.86207"
"109.70000","1.69173","1.86111"
"109.80000","1.68345","1.81114"
"109.90000","1.67495","1.83122"
"110.00000","1.66662","1.81342"
"110.10000","1.65835","1.84972"
"110.20000","1.65008","1.79168"
"110.30000","1.64163","1.78462"
"110.40000","1.63330","1.76665"
"110.50000","1.62503","1.77934"
"110.60000","1.61676","1.74175"
"110.70000","1.60837","1.70996"
"110.80000","1.59993","1.72955"
"110.90000","1.59154","1.70874"
"111.00000","1.58321","1.72023"
"111.10000","1.57499","1.69431"
"111.20000","1.56655","1.68321"
"111.30000","1.55828","1.69299"
"111.40000","1.54989","1.64654"
"111.50000","1.54167","1.64716"
"111.60000","1.53329","1.62300"
"111.70000","1.52496","1.58524"
"111.80000","1.51668","1.61358"
"111.90000","1.50835","1.62157"
"112.00000","1.50008","1.60017"
"112.10000","1.49164","1.60281"
"112.20000","1.48331","1.57196"
"112.30000","1.47498","1.56858"
"112.40000","1.46676","1.53606"
"112.50000","1.45837","1.54614"
"112.60000","1.44999","1.52802"
"112.70000","1.44166","1.51171"
"112.80000","1.43333","1.48397"
"112.90000","1.42500","1.50805"
"113.00000","1.41655","1.43389"
"113.10000","1.40834","1.44017"
"113.20000","1.40006","1.42894"
"113.30000","1.39173","1.44409"
"113.40000","1.38335","1.41120"
"113.50000","1.37490","1.40192"
"113.60000","1.36657","1.39046"
"113.70000","1.35836","1.37314"
"113.80000","1.35003","1.39853"
"113.90000","1.34164","1.36311"
"114.00000","1.33331","1.32632"
"114.10000","1.32504","1.35763"
"114.20000","1.31659","1.33373"
"114.30000","1.30826","1.32879"
"114.40000","1.29993","1.29677"
"114.50000","1.29172","1.28288"
"114.60000","1.28344","1.26990"
"114.70000","1.27500","1.26286"
"114.80000","1.26661","1.27564"
"114.90000","1.25823","1.22984"
"115.00000","1.24995","1.23057"
"115.10000","1.24168","1.24962"
"115.20000","1.23329","1.25908"
"115.30000","1.22496","1.21462"
"115.40000","1.21675","1.19298"
"115.50000","1.20830","1.21394"
"115.60000","1.19997","1.14671"
"115.70000","1.19153","1.20158"
"115.80000","1.18331","1.13052"
"115.90000","1.17504","1.12761"
"116.00000","1.16671","1.12434"
"116.10000","1.15838","1.12926"
"116.20000","1.14994","1.10964"
"116.30000","1.14172","1.09810"
"116.40000","1.13328","1.09712"
"116.50000","1.12500","1.06980"
"116.60000","1.11662","1.07280"
"116.70000","1.10840","1.07444"
"116.80000","1.10007","1.03166"
"116.90000","1.09163","1.03107"
"117.00000","1.08324","1.05332"
"117.10000","1.07497","1.01558"
"117.20000","1.06669","1.01382"
"117.30000","1.05831","0.98684"
"117.40000","1.05003","0.98650"
"117.50000","1.04159","0.96651"
"117.60000","1.03337","0.93406"
"117.70000","1.02499","0.93263"
"117.80000","1.01660","0.94972"
"117.90000","1.00827","0.93993"
"118.00000","1.00000","0.93580"
"118.10000","0.99178","0.86594"
"118.20000","0.98334","0.87006"
"118.30000","0.97501","0.87477"
"118.40000","0.96662","0.88613"
"118.50000","0.95835","0.81124"
"118.60000","0.95002","0.84089"
"118.70000","0.94163","0.87558"
"118.80000","0.93330","0.89301"
"118.90000","0.92491","0.81629"
"119.00000","0.91670","0.80296"
"119.10000","0.90831","0.78914"
"119.20000","0.89998","0.82434"
"119.30000","0.89165","0.75489"
"119.40000","0.88332","0.76024"
"119.50000","0.87499","0.75685"
"119.60000","0.86660","0.71727"
"119.70000","0.85833","0.71738"
"119.80000","0.85000","0.72305"
"119.90000","0.84173","0.75617"
"120.00000","0.83334","0.67908"
"120.10000","0.82495","0.68728"
"120.20000","0.81662","0.65032"
"120.30000","0.80829","0.67846"
"120.40000","0.80002","0.63082"
"120.50000","0.79169","0.69214"
"120.60000","0.78342","0.63984"
"120.70000","0.77514","0.61822"
"120.80000","0.76664","0.63524"
"120.90000","0.75826","0.58582"
"121.00000","0.74993","0.59346"
"121.10000","0.74160","0.55128"
"121.20000","0.73332","0.60207"
"121.30000","0.72505","0.51030"
"121.40000","0.71666","0.55201"
"121.50000","0.70839","0.51360"
"121.60000","0.70000","0.50138"
"121.70000","0.69162","0.49382"
"121.80000","0.68323","0.53234"
"121.90000","0.67501","0.51628"
"122.00000","0.66668","0.46389"
"122.10000","0.65835","0.46252"
"122.20000","0.65002","0.44482"
"122.30000","0.64158","0.46049"
"122.40000","0.63336","0.46729"
"122.50000","0.62498","0.42852"
"122.60000","0.61665","0.40924"
"122.70000","0.60837","0.40358"
"122.80000","0.59999","0.37866"
"122.90000","0.59171","0.41456"
"123.00000","0.58327","0.36732"
"123.10000","0.57500","0.36603"
"123.20000","0.56661","0.39094"
"123.30000","0.55839","0.37412"
"123.40000","0.55006","0.32950"
"123.50000","0.54173","0.34521"
"123.60000","0.53329","0.33236"
"123.70000","0.52496","0.31914"
"123.80000","0.51663","0.30534"
"123.90000","0.50824","0.30850"
"124.00000","0.50003","0.30264"
"124.10000","0.49170","0.31022"
"124.20000","0.48342","0.27829"
"124.30000","0.47504","0.25968"
"124.40000","0.46659","0.24281"
"124.50000","0.45826","0.24295"
"124.60000","0.44993","0.22278"
"124.70000","0.44166","0.20386"
"124.80000","0.43327","0.22070"
"124.90000","0.42494","0.17106"
"125.00000","0.41661","0.18825"
"125.10000","0.40834","0.15545"
"125.20000","0.39995","0.20493"
"125.30000","0.39162","0.12328"
"125.40000","0.38329","0.15451"
"125.50000","0.37508","0.13254"
"125.60000","0.36675","0.11711"
"125.70000","0.35830","0.10363"
"125.80000","0.34997","0.11075"
"125.90000","0.34164","0.12351"
"126.00000","0.33343","0.09389"
"126.10000","0.32504","0.11794"
"126.20000","0.31665","0.04911"
"126.30000","0.30832","0.08782"
"126.40000","0.29999","0.03204"
"126.50000","0.29172","0.07326"
"126.60000","0.28328","0.05203"
"126.70000","0.27506","0.03585"
"126.80000","0.26673","0.03485"
"126.90000","0.25834","-0.01326"
"127.00000","0.24996","0.01290"
"127.10000","0.24151","0.01631"
"127.20000","0.23335","0.06806"
"127.30000","0.22497","0.04237"
"127.40000","0.21669","-0.00750"
"127.50000","0.20831","0.03969"
"127.60000","0.20003","0.00557"
"127.70000","0.19159","0.01933"
"127.80000","0.18332","0.03711"
"127.90000","0.17493","0.01770"
"128.00000","0.16666","0.03157"
"128.10000","0.15838","-0.00934"
"128.20000","0.15011","0.04595"
"128.30000","0.14172","0.03634"
"128.40000","0.13317","0.04200"
"128.50000","0.12495","0.01346"
"128.60000","0.11662","0.00930"
"128.70000","0.10835","0.04588"
"128.80000","0.10002","0.02218"
"128.90000","0.09169","0.02299"
"129.00000","0.08341","0.00073"
"129.10000","0.07497","0.02671"
"129.20000","0.06664","0.06122"
"129.30000","0.05820","0.02511"
"129.40000","0.05004","0.03645"
"129.50000","0.04176","0.05101"
"129.60000","0.03338","0.02174"
"129.70000","0.02493","0.00810"
"129.80000","0.01660","0.06928"
"129.90000","0.00833","0.02053"
"130.00000","-0.00006","-0.00830"
"130.10000","-0.00833","0.01326"
"130.20000","-0.01666","0.03745"
"130.30000","-0.02493","-0.00811"
"130.40000","-0.03326","0.06646"
"130.50000","-0.04171","0.00198"
"130.60000","-0.05009","0.01094"
"130.70000","-0.05842","0.02815"
"130.80000","-0.06658","0.00787"
"130.90000","-0.07497","0.03517"
"131.00000","-0.08324","0.02480"
"131.10000","-0.09174","0.03582"
"131.20000","-0.09996","0.00623"
"131.30000","-0.10835","-0.02300"
"131.40000","-0.11673","0.03836"
"131.50000","-0.12501","0.04193"
"131.60000","-0.13328","0.02452"
"131.65200","-0.13764","0.02718"
