Test : Rate 1,"1.50000",mm/min
"18.10000","0.45254","0.17449"
"18.20000","0.45515","0.14013"
"18.30000","0.45764","0.15086"
"18.40000","0.45996","0.15468"
"18.50000","0.46263","0.15535"
"18.60000","0.46506","0.13601"
"18.70000","0.46761","0.12397"
"18.80000","0.47005","0.13663"
"18.90000","0.47249","0.14220"
"19.00000","0.47509","0.14818"
"19.10000","0.47759","0.17205"
"19.20000","0.48008","0.15693"
"19.30000","0.48252","0.19519"
"19.40000","0.48507","0.14732"
"19.50000","0.48762","0.13898"
"19.60000","0.49011","0.15121"
"19.70000","0.49249","0.16400"
"19.80000","0.49504","0.18106"
"19.90000","0.49759","0.14864"
"20.00000","0.50008","0.14856"
"20.10000","0.50252","0.15872"
"20.20000","0.50501","0.13682"
"20.30000","0.50751","0.14581"
"20.40000","0.51006","0.15836"
"20.50000","0.51261","0.20335"
"20.60000","0.51504","0.16318"
"20.70000","0.51754","0.13963"
"20.80000","0.52009","0.14780"
"20.90000","0.52258","0.17426"
"21.00000","0.52502","0.14820"
"21.10000","0.52751","0.16480"
"21.20000","0.53000","0.15027"
"21.30000","0.53261","0.18176"
"21.40000","0.53499","0.17982"
"21.50000","0.53748","0.19067"
"21.60000","0.54003","0.13192"
"21.70000","0.54258","0.18388"
"21.80000","0.54502","0.19191"
"21.90000","0.54751","0.16126"
"22.00000","0.55006","0.19341"
"22.10000","0.55256","0.11344"
"22.20000","0.55511","0.17249"
"22.30000","0.55760","0.16343"
"22.40000","0.56004","0.17108"
"22.50000","0.56259","0.16838"
"22.60000","0.56508","0.16570"
"22.70000","0.56752","0.17113"
"22.80000","0.57007","0.15170"
"22.90000","0.57250","0.18182"
"23.00000","0.57517","0.17014"
"23.10000","0.57749","0.18011"
"23.20000","0.58004","0.16596"
"23.30000","0.58253","0.16257"
"23.40000","0.58508","0.15675"
"23.50000","0.58752","0.17065"
"23.60000","0.59007","0.14886"
"23.70000","0.59256","0.18733"
"23.80000","0.59506","0.18734"
"23.90000","0.59761","0.17332"
"24.00000","0.59999","0.16730"
"24.10000","0.60254","0.17217"
"24.20000","0.60509","0.18689"
"24.30000","0.60758","0.13246"
"24.40000","0.60996","0.15920"
"24.50000","0.61251","0.15577"
"24.60000","0.61512","0.17206"
"24.70000","0.61761","0.13626"
"24.80000","0.62010","0.17210"
"24.90000","0.62248","0.15749"
"25.00000","0.62509","0.18099"
"25.10000","0.62764","0.11888"
"25.20000","0.63002","0.19962"
"25.30000","0.63257","0.16735"
"25.40000","0.63501","0.18275"
"25.50000","0.63756","0.16888"
"25.60000","0.64011","0.18760"
"25.70000","0.64249","0.16281"
"25.80000","0.64498","0.18985"
"25.90000","0.64759","0.18288"
"26.00000","0.65008","0.16499"
"26.10000","0.65257","0.15700"
"26.20000","0.65501","0.15952"
"26.30000","0.65750","0.22004"
"26.40000","0.66011","0.20578"
"26.50000","0.66260","0.18506"
"26.60000","0.66498","0.19247"
"26.70000","0.66753","0.15730"
"26.80000","0.67014","0.19688"
"26.90000","0.67258","0.15490"
"27.00000","0.67496","0.19661"
"27.10000","0.67751","0.18889"
"27.20000","0.68000","0.14962"
"27.30000","0.68266","0.15826"
"27.40000","0.68504","0.14974"
"27.50000","0.68748","0.23074"
"27.60000","0.69009","0.19249"
"27.70000","0.69258","0.17534"
"27.80000","0.69507","0.16603"
"27.90000","0.69745","0.19620"
"28.00000","0.70000","0.17392"
"28.10000","0.70261","0.18179"
"28.20000","0.70510","0.16561"
"28.30000","0.70748","0.21732"
"28.40000","0.71003","0.18525"
"28.50000","0.71258","0.18674"
"28.60000","0.71508","0.17673"
"28.70000","0.71757","0.15574"
"28.80000","0.72001","0.20640"
"28.90000","0.72256","0.19221"
"29.00000","0.72516","0.18500"
"29.10000","0.72760","0.19393"
"29.20000","0.73004","0.17172"
"29.30000","0.73253","0.16817"
"29.40000","0.73502","0.19034"
"29.50000","0.73757","0.21700"
"29.60000","0.74007","0.21038"
"29.70000","0.74250","0.20761"
"29.80000","0.74505","0.19958"
"29.90000","0.74755","0.18523"
"30.00000","0.75010","0.21985"
"30.10000","0.75253","0.22761"
"30.20000","0.75503","0.19706"
"30.30000","0.75758","0.20608"
"30.40000","0.76013","0.21072"
"30.50000","0.76245","0.17525"
"30.60000","0.76500","0.21434"
"30.70000","0.76761","0.20335"
"30.80000","0.77010","0.18638"
"30.90000","0.77254","0.18007"
"31.00000","0.77503","0.19334"
"31.10000","0.77752","0.17408"
"31.20000","0.78002","0.16932"
"31.30000","0.78257","0.19812"
"31.40000","0.78512","0.23471"
"31.50000","0.78755","0.18236"
"31.60000","0.79016","0.21867"
"31.70000","0.79260","0.18716"
"31.80000","0.79509","0.16902"
"31.90000","0.79764","0.18983"
"32.00000","0.80008","0.19153"
"32.10000","0.80263","0.21277"
"32.20000","0.80501","0.19031"
"32.30000","0.80750","0.21927"
"32.40000","0.81005","0.18936"
"32.50000","0.81254","0.19785"
"32.60000","0.81498","0.18309"
"32.70000","0.81753","0.19016"
"32.80000","0.81997","0.17730"
"32.90000","0.82257","0.22492"
"33.00000","0.82507","0.22449"
"33.10000","0.82756","0.21342"
"33.20000","0.83005","0.17660"
"33.30000","0.83260","0.19320"
"33.40000","0.83504","0.23550"
"33.50000","0.83748","0.22183"
"33.60000","0.84008","0.20456"
"33.70000","0.84258","0.20928"
"33.80000","0.84513","0.21999"
"33.90000","0.84756","0.22286"
"34.00000","0.85000","0.20915"
"34.10000","0.85261","0.16823"
"34.20000","0.85510","0.19092"
"34.30000","0.85754","0.22448"
"34.40000","0.86009","0.21650"
"34.50000","0.86252","0.24218"
"34.60000","0.86507","0.23037"
"34.70000","0.86757","0.23559"
"34.80000","0.86995","0.19075"
"34.90000","0.87255","0.24705"
"35.00000","0.87510","0.20534"
"35.10000","0.87754","0.22291"
"35.20000","0.87998","0.21421"
"35.30000","0.88247","0.24646"
"35.40000","0.88496","0.22881"
"35.50000","0.88763","0.18628"
"35.60000","0.89006","0.24277"
"35.70000","0.89250","0.23176"
"35.80000","0.89511","0.24247"
"35.90000","0.89766","0.19456"
"36.00000","0.90004","0.21305"
"36.10000","0.90253","0.21435"
"36.20000","0.90502","0.23467"
"36.30000","0.90757","0.23430"
"36.40000","0.91018","0.22497"
"36.50000","0.91250","0.21960"
"36.60000","0.91505","0.23784"
"36.70000","0.91755","0.24370"
"36.80000","0.92015","0.25653"
"36.90000","0.92259","0.22684"
"37.00000","0.92503","0.20785"
"37.10000","0.92752","0.21179"
"37.20000","0.93013","0.22960"
"37.30000","0.93256","0.22945"
"37.40000","0.93494","0.22168"
"37.50000","0.93761","0.21211"
"37.60000","0.94010","0.22886"
"37.70000","0.94265","0.25399"
"37.80000","0.94503","0.23916"
"37.90000","0.94747","0.27483"
"38.00000","0.95007","0.22101"
"38.10000","0.95262","0.19254"
"38.20000","0.95506","0.26398"
"38.30000","0.95755","0.26936"
"38.40000","0.95999","0.24142"
"38.50000","0.96260","0.23096"
"38.60000","0.96515","0.25293"
"38.70000","0.96753","0.24933"
"38.80000","0.97002","0.24591"
"38.90000","0.97263","0.21800"
"39.00000","0.97512","0.23783"
"39.10000","0.97756","0.22450"
"39.20000","0.97999","0.23603"
"39.30000","0.98249","0.26703"
"39.40000","0.98509","0.22039"
"39.50000","0.98759","0.19075"
"39.60000","0.98997","0.19708"
"39.70000","0.99252","0.24827"
"39.80000","0.99512","0.25027"
"39.90000","0.99762","0.28685"
"40.00000","1.00000","0.22700"
"40.10000","1.00255","0.23173"
"40.20000","1.00498","0.24470"
"40.30000","1.00753","0.21262"
"40.40000","1.01003","0.25385"
"40.50000","1.01252","0.26907"
"40.60000","1.01501","0.28415"
"40.70000","1.01756","0.22046"
"40.80000","1.02006","0.23603"
"40.90000","1.02261","0.26447"
"41.00000","1.02504","0.28228"
"41.10000","1.02759","0.21295"
"41.20000","1.03009","0.23075"
"41.30000","1.03252","0.25222"
"41.40000","1.03502","0.26038"
"41.50000","1.03757","0.22999"
"41.60000","1.04006","0.23130"
"41.70000","1.04250","0.26862"
"41.80000","1.04505","0.23555"
"41.90000","1.04748","0.25656"
"42.00000","1.05003","0.26916"
"42.10000","1.05258","0.24105"
"42.20000","1.05502","0.22817"
"42.30000","1.05757","0.20386"
"42.40000","1.06012","0.22931"
"42.50000","1.06250","0.23313"
"42.60000","1.06499","0.24207"
"42.70000","1.06766","0.22891"
"42.80000","1.07009","0.21036"
"42.90000","1.07253","0.24701"
"43.00000","1.07502","0.28035"
"43.10000","1.07752","0.25785"
"43.20000","1.08012","0.28336"
"43.30000","1.08256","0.24689"
"43.40000","1.08505","0.23009"
"43.50000","1.08749","0.20912"
"43.60000","1.09004","0.24504"
"43.70000","1.09259","0.23480"
"43.80000","1.09503","0.26249"
"43.90000","1.09752","0.25875"
"44.00000","1.10013","0.26096"
"44.10000","1.10262","0.23507"
"44.20000","1.10506","0.26338"
"44.30000","1.10749","0.28056"
"44.40000","1.11004","0.28522"
"44.50000","1.11254","0.25589"
"44.60000","1.11509","0.28965"
"44.70000","1.11752","0.25316"
"44.80000","1.12002","0.23150"
"44.90000","1.12257","0.25469"
"45.00000","1.12512","0.29472"
"45.10000","1.12750","0.24078"
"45.20000","1.13005","0.25659"
"45.30000","1.13254","0.24126"
"45.40000","1.13515","0.24184"
"45.50000","1.13764","0.25193"
"45.60000","1.13996","0.27154"
"45.70000","1.14263","0.25975"
"45.80000","1.14506","0.23416"
"45.90000","1.14756","0.26202"
"46.00000","1.14999","0.27979"
"46.10000","1.15249","0.25502"
"46.20000","1.15504","0.23837"
"46.30000","1.15764","0.28824"
"46.40000","1.16002","0.30795"
"46.50000","1.16246","0.26895"
"46.60000","1.16512","0.27623"
"46.70000","1.16762","0.25770"
"46.80000","1.17011","0.23553"
"46.90000","1.17255","0.27580"
"47.00000","1.17504","0.26341"
"47.10000","1.17759","0.26655"
"47.20000","1.18008","0.23163"
"47.30000","1.18252","0.25187"
"47.40000","1.18501","0.28124"
"47.50000","1.18751","0.25850"
"47.60000","1.19006","0.26536"
"47.70000","1.19261","0.28960"
"47.80000","1.19504","0.28473"
"47.90000","1.19754","0.24028"
"48.00000","1.20014","0.27897"
"48.10000","1.20258","0.26267"
"48.20000","1.20502","0.27228"
"48.30000","1.20751","0.27581"
"48.40000","1.21000","0.26370"
"48.50000","1.21255","0.25354"
"48.60000","1.21499","0.26869"
"48.70000","1.21748","0.27854"
"48.80000","1.22003","0.27326"
"48.90000","1.22264","0.24786"
"49.00000","1.22502","0.24677"
"49.10000","1.22751","0.29266"
"49.20000","1.23006","0.26252"
"49.30000","1.23261","0.30203"
"49.40000","1.23511","0.29927"
"49.50000","1.23760","0.27914"
"49.60000","1.24004","0.28789"
"49.70000","1.24259","0.29439"
"49.80000","1.24502","0.28280"
"49.90000","1.24752","0.30503"
"50.00000","1.25007","0.31927"
"50.10000","1.25250","0.28922"
"50.20000","1.25517","0.25602"
"50.30000","1.25749","0.29036"
"50.40000","1.26004","0.25715"
"50.50000","1.26253","0.31401"
"50.60000","1.26508","0.26897"
"50.70000","1.26752","0.28327"
"50.80000","1.27007","0.28158"
"50.90000","1.27251","0.27662"
"51.00000","1.27506","0.30164"
"51.10000","1.27755","0.30938"
"51.20000","1.27999","0.28227"
"51.30000","1.28254","0.33490"
"51.40000","1.28509","0.31618"
"51.50000","1.28758","0.29498"
"51.60000","1.29002","0.25447"
"51.70000","1.29251","0.28998"
"51.80000","1.29512","0.29435"
"51.90000","1.29761","0.27451"
"52.00000","1.30010","0.30354"
"52.10000","1.30248","0.30867"
"52.20000","1.30509","0.29337"
"52.30000","1.30770","0.28099"
"52.40000","1.31008","0.32048"
"52.50000","1.31257","0.34211"
"52.60000","1.31501","0.30765"
"52.70000","1.31756","0.28204"
"52.80000","1.32011","0.26443"
"52.90000","1.32249","0.28096"
"53.00000","1.32498","0.28106"
"53.10000","1.32759","0.29876"
"53.20000","1.33008","0.31633"
"53.30000","1.33252","0.32988"
"53.40000","1.33501","0.26994"
"53.50000","1.33750","0.30130"
"53.60000","1.34011","0.30961"
"53.70000","1.34260","0.29515"
"53.80000","1.34498","0.31208"
"53.90000","1.34753","0.30633"
"54.00000","1.35020","0.24243"
"54.10000","1.35258","0.28374"
"54.20000","1.35496","0.29885"
"54.30000","1.35756","0.32636"
"54.40000","1.36006","0.29986"
"54.50000","1.36266","0.29640"
"54.60000","1.36504","0.31124"
"54.70000","1.36754","0.26871"
"54.80000","1.37009","0.32351"
"54.90000","1.37264","0.29089"
"55.00000","1.37507","0.29759"
"55.10000","1.37751","0.27187"
"55.20000","1.38000","0.27942"
"55.30000","1.38255","0.32385"
"55.40000","1.38505","0.32652"
"55.50000","1.38748","0.30438"
"55.60000","1.38998","0.32724"
"55.70000","1.39258","0.32380"
"55.80000","1.39513","0.27608"
"55.90000","1.39757","0.27747"
"56.00000","1.40001","0.33180"
"56.10000","1.40256","0.31421"
"56.20000","1.40511","0.31944"
"56.30000","1.40760","0.32355"
"56.40000","1.41004","0.29630"
"56.50000","1.41253","0.33354"
"56.60000","1.41508","0.31829"
"56.70000","1.41763","0.27911"
"56.80000","1.42007","0.27955"
"56.90000","1.42256","0.29591"
"57.00000","1.42505","0.31620"
"57.10000","1.42755","0.32093"
"57.20000","1.43010","0.31426"
"57.30000","1.43248","0.25926"
"57.40000","1.43503","0.29217"
"57.50000","1.43758","0.32610"
"57.60000","1.44013","0.33837"
"57.70000","1.44245","0.31940"
"57.80000","1.44500","0.33038"
"57.90000","1.44755","0.32847"
"58.00000","1.45010","0.31524"
"58.10000","1.45248","0.31797"
"58.20000","1.45503","0.30459"
"58.30000","1.45752","0.30713"
"58.40000","1.46002","0.30654"
"58.50000","1.46257","0.33336"
"58.60000","1.46512","0.30714"
"58.70000","1.46755","0.28304"
"58.80000","1.47010","0.30964"
"58.90000","1.47254","0.27613"
"59.00000","1.47503","0.31221"
"59.10000","1.47758","0.30187"
"59.20000","1.48008","0.34600"
"59.30000","1.48263","0.28405"
"59.40000","1.48501","0.29828"
"59.50000","1.48750","0.35814"
"59.60000","1.48999","0.34074"
"59.70000","1.49254","0.32724"
"59.80000","1.49498","0.30075"
"59.90000","1.49753","0.30033"
"60.00000","1.50002","0.34836"
"60.10000","1.50257","0.30612"
"60.20000","1.50507","0.31077"
"60.30000","1.50750","0.31641"
"60.40000","1.51005","0.31017"
"60.50000","1.51255","0.33312"
"60.60000","1.51504","0.29776"
"60.70000","1.51748","0.31785"
"60.80000","1.52008","0.29792"
"60.90000","1.52258","0.32935"
"61.00000","1.52507","0.33409"
"61.10000","1.52756","0.27189"
"61.20000","1.52994","0.31811"
"61.30000","1.53261","0.34976"
"61.40000","1.53516","0.35172"
"61.50000","1.53754","0.29429"
"61.60000","1.54009","0.31144"
"61.70000","1.54252","0.34188"
"61.80000","1.54507","0.33789"
"61.90000","1.54762","0.32210"
"62.00000","1.54995","0.34268"
"62.10000","1.55255","0.34664"
"62.20000","1.55510","0.31192"
"62.30000","1.55754","0.30970"
"62.40000","1.55998","0.35096"
"62.50000","1.56253","0.34964"
"62.60000","1.56496","0.33124"
"62.70000","1.56763","0.30635"
"62.80000","1.57006","0.34291"
"62.90000","1.57244","0.34257"
"63.00000","1.57511","0.32837"
"63.10000","1.57766","0.31493"
"63.20000","1.58004","0.32953"
"63.30000","1.58247","0.34922"
"63.40000","1.58502","0.35849"
"63.50000","1.58757","0.35233"
"63.60000","1.59018","0.34649"
"63.70000","1.59250","0.35778"
"63.80000","1.59505","0.34596"
"63.90000","1.59755","0.35766"
"64.00000","1.60010","0.33756"
"64.10000","1.60259","0.36592"
"64.20000","1.60503","0.32922"
"64.30000","1.60752","0.30549"
"64.40000","1.61013","0.32724"
"64.50000","1.61256","0.30107"
"64.60000","1.61494","0.34074"
"64.70000","1.61755","0.40048"
"64.80000","1.62010","0.31279"
"64.90000","1.62265","0.34913"
"65.00000","1.62497","0.33734"
"65.10000","1.62747","0.32238"
"65.20000","1.63007","0.30442"
"65.30000","1.63262","0.35189"
"65.40000","1.63506","0.32812"
"65.50000","1.63755","0.34698"
"65.60000","1.63999","0.37617"
"65.70000","1.64254","0.34715"
"65.80000","1.64515","0.32437"
"65.90000","1.64753","0.33737"
"66.00000","1.65002","0.35418"
"66.10000","1.65263","0.32967"
"66.20000","1.65512","0.38094"
"66.30000","1.65756","0.37890"
"66.40000","1.66005","0.33330"
"66.50000","1.66249","0.32025"
"66.60000","1.66509","0.35134"
"66.70000","1.66759","0.30116"
"66.80000","1.66997","0.37931"
"66.90000","1.67252","0.29476"
"67.00000","1.67512","0.37700"
"67.10000","1.67756","0.35957"
"67.20000","1.68000","0.36246"
"67.30000","1.68255","0.37561"
"67.40000","1.68504","0.35294"
"67.50000","1.68759","0.35345"
"67.60000","1.69008","0.37987"
"67.70000","1.69258","0.39480"
"67.80000","1.69501","0.37953"
"67.90000","1.69751","0.34502"
"68.00000","1.70000","0.36242"
"68.10000","1.70255","0.35609"
"68.20000","1.70504","0.35048"
"68.30000","1.70759","0.35474"
"68.40000","1.71009","0.36017"
"68.50000","1.71252","0.38165"
"68.60000","1.71507","0.36258"
"68.70000","1.71757","0.35864"
"68.80000","1.72006","0.35520"
"68.90000","1.72250","0.32836"
"69.00000","1.72499","0.35969"
"69.10000","1.72748","0.36017"
"69.20000","1.73003","0.36495"
"69.30000","1.73258","0.35085"
"69.40000","1.73508","0.35860"
"69.50000","1.73757","0.34226"
"69.60000","1.74012","0.39536"
"69.70000","1.74256","0.35393"
"69.80000","1.74499","0.40958"
"69.90000","1.74766","0.37150"
"70.00000","1.75009","0.40270"
"70.10000","1.75253","0.34993"
"70.20000","1.75502","0.36794"
"70.30000","1.75752","0.36422"
"70.40000","1.76007","0.40699"
"70.50000","1.76256","0.36712"
"70.60000","1.76505","0.36887"
"70.70000","1.76749","0.36211"
"70.80000","1.77004","0.41730"
"70.90000","1.77259","0.33810"
"71.00000","1.77503","0.36633"
"71.10000","1.77752","0.41091"
"71.20000","1.78013","0.39075"
"71.30000","1.78262","0.34432"
"71.40000","1.78506","0.36149"
"71.50000","1.78755","0.38109"
"71.60000","1.79004","0.38651"
"71.70000","1.79254","0.34852"
"71.80000","1.79509","0.36038"
"71.90000","1.79752","0.37008"
"72.00000","1.79996","0.38172"
"72.10000","1.80257","0.35403"
"72.20000","1.80512","0.37764"
"72.30000","1.80750","0.37579"
"72.40000","1.81005","0.38734"
"72.50000","1.81254","0.36992"
"72.60000","1.81515","0.41528"
"72.70000","1.81764","0.32571"
"72.80000","1.81996","0.39150"
"72.90000","1.82263","0.38512"
"73.00000","1.82506","0.38767"
"73.10000","1.82761","0.40869"
"73.20000","1.83005","0.36969"
"73.30000","1.83249","0.37878"
"73.40000","1.83498","0.39054"
"73.50000","1.83759","0.37323"
"73.60000","1.84002","0.38151"
"73.70000","1.84246","0.42810"
"73.80000","1.84512","0.37372"
"73.90000","1.84756","0.38856"
"74.00000","1.85011","0.36825"
"74.10000","1.85255","0.36419"
"74.20000","1.85504","0.38722"
"74.30000","1.85753","0.40526"
"74.40000","1.86014","0.37049"
"74.50000","1.86252","0.39599"
"74.60000","1.86501","0.38151"
"74.70000","1.86751","0.35976"
"74.80000","1.87000","0.40633"
"74.90000","1.87266","0.37668"
"75.00000","1.87504","0.39108"
"75.10000","1.87754","0.39801"
"75.20000","1.88014","0.42944"
"75.30000","1.88258","0.43683"
"75.40000","1.88502","0.38603"
"75.50000","1.88751","0.43350"
"75.60000","1.89000","0.40227"
"75.70000","1.89255","0.38013"
"75.80000","1.89505","0.38494"
"75.90000","1.89743","0.39033"
"76.00000","1.90003","0.43983"
"76.10000","1.90258","0.38163"
"76.20000","1.90502","0.35593"
"76.30000","1.90751","0.41168"
"76.40000","1.91006","0.40859"
"76.50000","1.91256","0.42037"
"76.60000","1.91511","0.38846"
"76.70000","1.91760","0.38957"
"76.80000","1.92004","0.36999"
"76.90000","1.92253","0.39281"
"77.00000","1.92502","0.41939"
"77.10000","1.92752","0.39148"
"77.20000","1.93012","0.40236"
"77.30000","1.93256","0.41266"
"77.40000","1.93517","0.43561"
"77.50000","1.93749","0.40008"
"77.60000","1.94004","0.39508"
"77.70000","1.94253","0.40925"
"77.80000","1.94508","0.43613"
"77.90000","1.94752","0.38359"
"78.00000","1.95007","0.44296"
"78.10000","1.95256","0.38255"
"78.20000","1.95506","0.38045"
"78.30000","1.95761","0.40076"
"78.40000","1.95999","0.40750"
"78.50000","1.96248","0.40679"
"78.60000","1.96509","0.39174"
"78.70000","1.96758","0.38892"
"78.80000","1.97002","0.39357"
"78.90000","1.97251","0.41537"
"79.00000","1.97512","0.36927"
"79.10000","1.97761","0.40084"
"79.20000","1.98005","0.43746"
"79.30000","1.98248","0.42516"
"79.40000","1.98509","0.42450"
"79.50000","1.98764","0.36352"
"79.60000","1.99008","0.40526"
"79.70000","1.99257","0.41920"
"79.80000","1.99501","0.44062"
"79.90000","1.99756","0.41526"
"80.00000","2.00011","0.44279"
"80.10000","2.00249","0.42748"
"80.20000","2.00498","0.40871"
"80.30000","2.00759","0.40099"
"80.40000","2.01008","0.38879"
"80.50000","2.01252","0.40928"
"80.60000","2.01507","0.40455"
"80.70000","2.01750","0.40944"
"80.80000","2.02011","0.41319"
"80.90000","2.02260","0.43766"
"81.00000","2.02498","0.40676"
"81.10000","2.02753","0.41826"
"81.20000","2.03014","0.43942"
"81.30000","2.03258","0.42068"
"81.40000","2.03501","0.44533"
"81.50000","2.03751","0.40396"
"81.60000","2.04006","0.44946"
"81.70000","2.04266","0.42003"
