Time,Extension,Load,Tensile strain (Extension),Axial Video,Tensile stress,Transverse Video
(s),(mm),(N),(mm/mm),(mm/mm),(MPa),(mm/mm)
"0.00000","0.00000","-0.29756","0.00000","0.00004","-0.02976","-0.00011"
"0.10000","0.00053","1.24163","0.00001","0.00002","0.12416","-0.00007"
"0.20000","0.00249","8.40661","0.00002","0.00002","0.84066","-0.00004"
"0.30000","0.00749","26.43745","0.00007","0.00004","2.64375","-0.00008"
"0.40000","0.01076","36.49445","0.00011","0.00001","3.64945","-0.00015"
"0.50000","0.01408","47.32850","0.00014","-0.00003","4.73285","-0.00021"
"0.60000","0.01746","57.28417","0.00017","-0.00005","5.72842","-0.00026"
"0.70000","0.02084","66.62486","0.00021","-0.00006","6.66249","-0.00031"
"0.80000","0.02405","75.51434","0.00024","-0.00004","7.55143","-0.00034"
"0.90000","0.02758","85.55068","0.00028","-0.00001","8.55507","-0.00037"
"1.00000","0.03090","95.59756","0.00031","0.00005","9.55976","-0.00040"
"1.10000","0.03409","105.27704","0.00034","0.00011","10.52770","-0.00043"
"1.20000","0.03744","115.85571","0.00037","0.00017","11.58557","-0.00045"
"1.30000","0.04087","126.72764","0.00041","0.00020","12.67276","-0.00041"
"1.40000","0.04417","137.32677","0.00044","0.00026","13.73268","-0.00043"
"1.50000","0.04747","147.95628","0.00047","0.00033","14.79563","-0.00042"
"1.60000","0.05092","158.99161","0.00051","0.00045","15.89916","-0.00042"
"1.70000","0.05419","169.48045","0.00054","0.00045","16.94805","-0.00045"
"1.80000","0.05745","179.80278","0.00057","0.00053","17.98028","-0.00041"
"1.90000","0.06079","190.54626","0.00061","0.00058","19.05463","-0.00041"
"2.00000","0.06432","201.99870","0.00064","0.00063","20.19987","-0.00039"
"2.10000","0.06747","211.85916","0.00067","0.00069","21.18592","-0.00037"
"2.20000","0.07079","222.53238","0.00071","0.00075","22.25324","-0.00041"
"2.30000","0.07415","233.14662","0.00074","0.00078","23.31466","-0.00042"
"2.40000","0.07750","243.85887","0.00077","0.00080","24.38589","-0.00046"
"2.50000","0.08076","254.07625","0.00081","0.00084","25.40763","-0.00045"
"2.60000","0.08418","264.82104","0.00084","0.00086","26.48211","-0.00045"
"2.70000","0.08758","275.72318","0.00088","0.00086","27.57232","-0.00043"
